app_rate_g_cm2,body_weight_g,chemical,tissue_conc_ugg,sample_id,source,application,exp_duration,formulation,soil_conc_ugg,soil_type,species
0.0000236,0.9971,ATZT,24.80672939,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.2746,ATZT,13.29249991,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.3043,ATZT,3.846909215,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.4277,ATZT,21.59188167,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.6348,ATZT,4.398786764,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.6593,ATZT,6.616713054,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.686,ATZT,34.87420323,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.6929,ATZT,32.23101361,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.7134,ATZT,71.52121587,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.7623,ATZT,7.680368996,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.766,ATZT,4.105411726,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.7687,ATZT,23.76512465,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.7856,ATZT,17.55825611,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.8136,ATZT,20.35015638,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.8167,ATZT,19.04559785,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.8523,ATZT,20.57274567,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.8649,ATZT,1.22063448,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.8822,ATZT,4.144203168,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,1.9827,ATZT,7.289789952,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.0136,ATZT,17.23251263,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.0137,ATZT,27.68256624,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.0332,ATZT,19.38292403,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.0948,ATZT,5.783764403,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.0979,ATZT,23.94075151,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.1559,ATZT,6.776429551,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.1582,ATZT,42.67128214,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.2087,ATZT,30.38948929,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.2353,ATZT,3.641157326,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.2402,ATZT,3.945905477,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.2464,ATZT,18.0828639,ATZMA_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.4907,ATZT,40.42981243,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.5341,ATZT,25.08110461,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.6348,ATZT,12.22164293,ATZMAPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.7419,ATZT,10.6958582,ATZME_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.7643,ATZT,72.62672175,ATZMED_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.8407,ATZT,25.49430275,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,2.8777,ATZT,20.27148844,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,3.0233,ATZT,6.459787124,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,3.4314,ATZT,5.347041009,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,3.5113,ATZT,13.26923261,ATZPZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,3.5987,ATZT,0.079700165,ATZD_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000236,3.6843,ATZT,25.87712484,ATZ_ATZT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,0.9634,DT,0.050444413,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,0.9971,DT,0.104347435,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.5863,DT,0.02218048,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.6197,DT,0.080271609,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.6348,DT,0.043914438,ATZD_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.6688,DT,0.160589466,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.686,DT,0.111429034,ATZD_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.6929,DT,0.165951211,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.7687,DT,0.156953688,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.7835,DT,0.055846327,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.8205,DT,0.036982547,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,1.9682,DT,0.009126477,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.0136,DT,0.262662032,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.0942,DT,0.0364,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.0948,DT,0.156297393,ATZD_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.2087,DT,0.135238827,ATZD_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.2402,DT,0.38456094,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.2634,DT,0.086351225,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.2984,DT,0.078111813,MED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.541,DT,0.039291826,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.6828,DT,0.141821902,D_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.7643,DT,0.076429258,ATZMED_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000143,2.8407,DT,0.275763099,ATZD_DT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.2746,MAT,1.104790883,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.3043,MAT,1.067061599,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.4277,MAT,0.465758248,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.7623,MAT,3.417440919,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.766,MAT,0.300451872,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.7856,MAT,2.513366509,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.7896,MAT,0.432463641,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.8155,MAT,0.284731883,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.8167,MAT,0.890422935,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.822,MAT,0.252248141,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.8822,MAT,13.42028218,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,1.9827,MAT,0.188357852,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.0002,MAT,0.401201109,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.0137,MAT,6.064364174,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.0876,MAT,0.279045154,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.0931,MAT,0.653088188,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.1656,MAT,1.410094829,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.2464,MAT,2.008416532,ATZMA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.2664,MAT,0.14012427,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.3087,MAT,0.699286298,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.4281,MAT,0.255474657,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.6348,MAT,0.146541193,ATZMAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,2.897,MAT,2.335542663,MA_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000259,4.0141,MAT,1.896347283,MAPZ_MAT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,0.9634,MET,0.662223621,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,0.9971,MET,7.203617706,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.1019,MET,4.795233731,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.2846,MET,8.053698309,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.2984,MET,1.930289923,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.5863,MET,1.337994897,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.6197,MET,0.724555439,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.6929,MET,10.44074438,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.7687,MET,9.950841611,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.8136,MET,12.43368085,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.8205,MET,1.761326684,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.8523,MET,6.907670877,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,1.8649,MET,0.149639783,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.0136,MET,11.13214931,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.0979,MET,18.90724611,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.2402,MET,16.86405718,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.2634,MET,0.508831642,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.2984,MET,5.026680818,MED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.4907,MET,20.39940997,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.4927,MET,8.198402807,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.6159,MET,2.17788472,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.7419,MET,1.776787088,ATZME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.7643,MET,0.931411968,ATZMED_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000309,2.9835,MET,0.81982627,ME_MET,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.1879,PROPT,0.285562211,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.3043,PROPT,0.826026215,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.4277,PROPT,0.729029923,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.6593,PROPT,0.759930247,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.7623,PROPT,2.330295203,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.7856,PROPT,1.269632524,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.7896,PROPT,0.328610724,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.822,PROPT,0.251331918,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.8822,PROPT,1.951847538,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.9545,PROPT,0.247443503,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,1.998,PROPT,0.375235724,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.0876,PROPT,0.277662174,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.1656,PROPT,0.618946465,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.2353,PROPT,0.205578453,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.3087,PROPT,0.305997543,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.3395,PROPT,0.139716725,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.6348,PROPT,0.423424017,ATZMAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.8777,PROPT,1.438248563,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,2.8816,PROPT,0.380895431,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,3.0233,PROPT,0.314333427,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,3.4314,PROPT,0.177311228,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,3.5113,PROPT,1.481646981,ATZPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,3.9973,PROPT,0.000537811,PZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
0.0000026,4.0141,PROPT,0.723961607,MAPZ_PROPT,rvm2017,soil,8,0,NA,NA,Rana_clamitans
