Species,Sample,Chemical,Instrument,good,Application,app_rate_g_cm2,TissueConc,SoilConc,logKow,BCF,bodyweight,initialweight,Solat20C_mgL,Solat20C_gL,molmass_gmol,Density_gcm3,AppFactor,SA_cm2,VapPrs_mPa,Koc_gmL,HalfLife_day,HabFac
Gray treefrog,HVT5,Total Triadimefon,LCMS,1,Soil,2.78E-06,0.446716578,5.80984816,3.11,0.076889544,2.91091,3.36673,260,0.26,291.73,1.22,205145.9448,2.284105735,0.02,520,26,Arboreal
Gray treefrog,HVT1,Triadimefon,LCMS,1,Soil,2.78E-06,0.106121169,5.553378567,3.11,0.019109299,2.49658,3.08904,260,0.26,291.73,1.22,43933.45669,2.173053557,0.02,520,26,Arboreal
Gray treefrog,HVT2,Triadimefon,LCMS,1,Soil,2.78E-06,0.211951217,5.553378567,3.11,0.038166175,2.51534,3.08517,260,0.26,291.73,1.22,88469.93346,2.171476849,0.02,520,26,Arboreal
Gray treefrog,HVT3,Triadimefon,LCMS,1,Soil,2.78E-06,0.182110494,5.553378567,3.11,0.032792739,1.1547,1.63219,260,0.26,291.73,1.22,50450.51263,1.501954746,0.02,520,26,Arboreal
Gray treefrog,HVT4,Triadimefon,LCMS,1,Soil,2.78E-06,0.314403311,5.553378567,3.11,0.056614781,1.20172,1.53427,260,0.26,291.73,1.22,93952.63179,1.449104627,0.02,520,26,Arboreal
Gray treefrog,HVT5,Triadimefon,LCMS,1,Soil,2.78E-06,0.268965658,5.553378567,3.11,0.048432797,2.91091,3.36673,260,0.26,291.73,1.22,123517.2742,2.284105735,0.02,520,26,Arboreal
Gray treefrog,HVT1,Triadimenol,LCMS,1,Soil,NA,0.346774321,0.256469593,3.11,1.352106959,2.49658,3.08904,260,0.26,291.73,1.22,NA,2.173053557,0.02,520,26,Arboreal
Gray treefrog,HVT2,Triadimenol,LCMS,1,Soil,NA,0.629753698,0.256469593,3.11,2.455471196,2.51534,3.08517,260,0.26,291.73,1.22,NA,2.171476849,0.02,520,26,Arboreal
Gray treefrog,HVT3,Triadimenol,LCMS,1,Soil,NA,0.408041157,0.256469593,3.11,1.590992335,1.1547,1.63219,260,0.26,291.73,1.22,NA,1.501954746,0.02,520,26,Arboreal
Gray treefrog,HVT4,Triadimenol,LCMS,1,Soil,NA,0.377273317,0.256469593,3.11,1.471025521,1.20172,1.53427,260,0.26,291.73,1.22,NA,1.449104627,0.02,520,26,Arboreal
Gray treefrog,HVT5,Triadimenol,LCMS,1,Soil,NA,0.17775092,0.256469593,3.11,0.693068204,2.91091,3.36673,260,0.26,291.73,1.22,NA,2.284105735,0.02,520,26,Arboreal
Green treefrog,HCOA1,Atrazine,LCMS,1,Overspray,2.31E-05,15.10344709,19.03758973,2.5,0.793348701,2.22041,2.636,30,0.03,215.68,1.187,731759.8538,1.982394093,0.04,122,80,Arboreal
Green treefrog,HCOA2,Atrazine,LCMS,1,Overspray,2.31E-05,15.85497911,19.03758973,2.5,0.832824918,3.35473,3.8441,30,0.03,215.68,1.187,932854.3581,2.466372803,0.04,122,80,Arboreal
Green treefrog,HCOA3,Atrazine,LCMS,1,Overspray,2.31E-05,15.10344825,19.03758973,2.5,0.793348762,2.00039,2.3522,30,0.03,215.68,1.187,704196.5852,1.855864195,0.04,122,80,Arboreal
Green treefrog,HCOA4,Atrazine,LCMS,1,Overspray,2.31E-05,14.52476795,19.03758973,2.5,0.762952041,2.82206,4.3821,30,0.03,215.68,1.187,666389.4604,2.66070452,0.04,122,80,Arboreal
Green treefrog,HCOA5,Atrazine,LCMS,1,Overspray,2.31E-05,12.70858182,19.03758973,2.5,0.667552038,3.13181,3.8345,30,0.03,215.68,1.187,699055.8113,2.46280466,0.04,122,80,Arboreal
Green treefrog,HCOA1,Deisopropyl Atrazine,LCMS,1,Overspray,NA,6.027149291,0.02751004,2.5,219.0890817,2.22041,2.636,30,0.03,215.68,1.187,NA,1.982394093,0.04,122,80,Arboreal
Green treefrog,HCOA2,Deisopropyl Atrazine,LCMS,1,Overspray,NA,2.933031559,0.02751004,2.5,106.6167702,3.35473,3.8441,30,0.03,215.68,1.187,NA,2.466372803,0.04,122,80,Arboreal
Green treefrog,HCOA3,Deisopropyl Atrazine,LCMS,1,Overspray,NA,3.243378219,0.02751004,2.5,117.8979848,2.00039,2.3522,30,0.03,215.68,1.187,NA,1.855864195,0.04,122,80,Arboreal
Green treefrog,HCOA4,Deisopropyl Atrazine,LCMS,1,Overspray,NA,2.605512635,0.02751004,2.5,94.71133748,2.82206,4.3821,30,0.03,215.68,1.187,NA,2.66070452,0.04,122,80,Arboreal
Green treefrog,HCOA5,Deisopropyl Atrazine,LCMS,1,Overspray,NA,4.069037388,0.02751004,2.5,147.9109976,3.13181,3.8345,30,0.03,215.68,1.187,NA,2.46280466,0.04,122,80,Arboreal
Green treefrog,HCOA1,Desethyl Atrazine,LCMS,1,Overspray,NA,2.310701513,0.063005334,2.5,36.67469687,2.22041,2.636,30,0.03,215.68,1.187,NA,1.982394093,0.04,122,80,Arboreal
Green treefrog,HCOA2,Desethyl Atrazine,LCMS,1,Overspray,NA,1.773622382,0.063005334,2.5,28.15035298,3.35473,3.8441,30,0.03,215.68,1.187,NA,2.466372803,0.04,122,80,Arboreal
Green treefrog,HCOA3,Desethyl Atrazine,LCMS,1,Overspray,NA,1.607216544,0.063005334,2.5,25.50921408,2.00039,2.3522,30,0.03,215.68,1.187,NA,1.855864195,0.04,122,80,Arboreal
Green treefrog,HCOA4,Desethyl Atrazine,LCMS,1,Overspray,NA,2.316514272,0.063005334,2.5,36.76695508,2.82206,4.3821,30,0.03,215.68,1.187,NA,2.66070452,0.04,122,80,Arboreal
Green treefrog,HCOA5,Desethyl Atrazine,LCMS,1,Overspray,NA,2.105636481,0.063005334,2.5,33.4199719,3.13181,3.8345,30,0.03,215.68,1.187,NA,2.46280466,0.04,122,80,Arboreal
Green treefrog,HCOF1,Fipronil,LCMS,1,Overspray,1.06E-06,1.672925558,3.881601879,4,0.430988445,1.30684,1.6622,3.78,0.00378,437.15,1.48,1358021.694,1.517882741,0.00037,825,125,Arboreal
Green treefrog,HCOF2,Fipronil,LCMS,1,Overspray,1.06E-06,1.765323337,3.881601879,4,0.454792478,2.6593,2.8719,3.78,0.00378,437.15,1.48,2124686.478,2.083255982,0.00037,825,125,Arboreal
Green treefrog,HCOF3,Fipronil,LCMS,1,Overspray,1.06E-06,0.945699662,3.881601879,4,0.24363644,1.88382,2.8113,3.78,0.00378,437.15,1.48,816316.6659,2.057689633,0.00037,825,125,Arboreal
Green treefrog,HCOF4,Fipronil,LCMS,1,Overspray,1.06E-06,0.335185282,3.881601879,4,0.086352308,1.07051,1.3613,3.78,0.00378,437.15,1.48,250207.131,1.352140686,0.00037,825,125,Arboreal
Green treefrog,HCOF5,Fipronil,LCMS,1,Overspray,1.06E-06,0.533133801,3.881601879,4,0.137348914,1.77007,2.0136,3.78,0.00378,437.15,1.48,524577.2663,1.69614544,0.00037,825,125,Arboreal
Green treefrog,HCOF1,Fipronil-Sulfone,LCMS,1,Overspray,NA,1.056795181,0.070149609,4,15.06487619,1.30684,1.6622,3.78,0.00378,437.15,1.48,NA,1.517882741,0.00037,825,125,Arboreal
Green treefrog,HCOF2,Fipronil-Sulfone,LCMS,1,Overspray,NA,1.965524495,0.070149609,4,28.01903688,2.6593,2.8719,3.78,0.00378,437.15,1.48,NA,2.083255982,0.00037,825,125,Arboreal
Green treefrog,HCOF3,Fipronil-Sulfone,LCMS,1,Overspray,NA,0.833289399,0.070149609,4,11.87874609,1.88382,2.8113,3.78,0.00378,437.15,1.48,NA,2.057689633,0.00037,825,125,Arboreal
Green treefrog,HCOF4,Fipronil-Sulfone,LCMS,1,Overspray,NA,0.824680276,0.070149609,4,11.75602092,1.07051,1.3613,3.78,0.00378,437.15,1.48,NA,1.352140686,0.00037,825,125,Arboreal
Green treefrog,HCOF5,Fipronil-Sulfone,LCMS,1,Overspray,NA,0.564167059,0.070149609,4,8.042340692,1.77007,2.0136,3.78,0.00378,437.15,1.48,NA,1.69614544,0.00037,825,125,Arboreal
Green treefrog,HCOP1,Pendimethalin,LCMS,1,Overspray,2.00E-05,0.673117238,12.5210311,5.18,0.05375893,1.96213,2.3461,0.3,0.0003,281.31,1.17,35565.61301,1.853076036,4,243000,40,Arboreal
Green treefrog,HCOP2,Pendimethalin,LCMS,1,Overspray,2.00E-05,7.113543563,12.5210311,5.18,0.568127617,2.02547,2.2626,0.3,0.0003,281.31,1.17,396219.9577,1.814598348,4,243000,40,Arboreal
Green treefrog,HCOP3,Pendimethalin,LCMS,1,Overspray,2.00E-05,3.039240379,12.5210311,5.18,0.242730839,1.56058,1.8275,0.3,0.0003,281.31,1.17,147597.195,1.603533477,4,243000,40,Arboreal
Green treefrog,HCOP4,Pendimethalin,LCMS,1,Overspray,2.00E-05,1.070092765,12.5210311,5.18,0.08546363,0.82568,0.9704,0.3,0.0003,281.31,1.17,39667.16198,1.11149397,4,243000,40,Arboreal
Green treefrog,HCOP5,Pendimethalin,LCMS,1,Overspray,2.00E-05,1.924313318,12.5210311,5.18,0.15368649,1.17217,1.3735,0.3,0.0003,281.31,1.17,82814.43328,1.359143778,4,243000,40,Arboreal
Green treefrog,HCOA1,Total Atrazine,LCMS,1,Overspray,2.31E-05,23.44129789,19.12810511,2.5,1.22548981,2.22041,2.636,30,0.03,215.68,1.187,1135727.534,1.982394093,0.04,122,80,Arboreal
Green treefrog,HCOA2,Total Atrazine,LCMS,1,Overspray,2.31E-05,20.56163305,19.12810511,2.5,1.074943542,3.35473,3.8441,30,0.03,215.68,1.187,1209778.258,2.466372803,0.04,122,80,Arboreal
Green treefrog,HCOA3,Total Atrazine,LCMS,1,Overspray,2.31E-05,19.95404302,19.12810511,2.5,1.043179285,2.00039,2.3522,30,0.03,215.68,1.187,930355.0234,1.855864195,0.04,122,80,Arboreal
Green treefrog,HCOA4,Total Atrazine,LCMS,1,Overspray,2.31E-05,19.44679486,19.12810511,2.5,1.016660811,2.82206,4.3821,30,0.03,215.68,1.187,892209.719,2.66070452,0.04,122,80,Arboreal
Green treefrog,HCOA5,Total Atrazine,LCMS,1,Overspray,2.31E-05,18.88325569,19.12810511,2.5,0.987199494,3.13181,3.8345,30,0.03,215.68,1.187,1038703.595,2.46280466,0.04,122,80,Arboreal
Green treefrog,HCOF1,Total Fipronil,LCMS,1,Overspray,1.06E-06,2.729720739,3.951751488,4,0.690762247,1.30684,1.6622,3.78,0.00378,437.15,1.48,2215890.578,1.517882741,0.00037,825,125,Arboreal
Green treefrog,HCOF2,Total Fipronil,LCMS,1,Overspray,1.06E-06,3.730847831,3.951751488,4,0.944099811,2.6593,2.8719,3.78,0.00378,437.15,1.48,4490328.641,2.083255982,0.00037,825,125,Arboreal
Green treefrog,HCOF3,Total Fipronil,LCMS,1,Overspray,1.06E-06,1.778989061,3.951751488,4,0.450177362,1.88382,2.8113,3.78,0.00378,437.15,1.48,1535602.134,2.057689633,0.00037,825,125,Arboreal
Green treefrog,HCOF4,Total Fipronil,LCMS,1,Overspray,1.06E-06,1.159865558,3.951751488,4,0.293506705,1.07051,1.3613,3.78,0.00378,437.15,1.48,865809.597,1.352140686,0.00037,825,125,Arboreal
Green treefrog,HCOF5,Total Fipronil,LCMS,1,Overspray,1.06E-06,1.097300859,3.951751488,4,0.277674561,1.77007,2.0136,3.78,0.00378,437.15,1.48,1079689.722,1.69614544,0.00037,825,125,Arboreal
Green treefrog,HCOT1,Total Triadimefon,LCMS,1,Overspray,2.79E-06,1.511168861,8.090520249,3.11,0.186782656,1.53205,1.7859,260,0.26,291.73,1.22,524236.8435,1.582296573,0.02,520,26,Arboreal
Green treefrog,HCOT2,Total Triadimefon,LCMS,1,Overspray,2.79E-06,3.099302175,8.090520249,3.11,0.38307823,1.72177,1.9757,260,0.26,291.73,1.22,1139681.466,1.677587046,0.02,520,26,Arboreal
Green treefrog,HCOT3,Total Triadimefon,LCMS,1,Overspray,2.79E-06,1.440452008,8.090520249,3.11,0.178041951,1.38441,1.6162,260,0.26,291.73,1.22,478422.6628,1.493417614,0.02,520,26,Arboreal
Green treefrog,HCOT4,Total Triadimefon,LCMS,1,Overspray,2.79E-06,1.363591664,8.090520249,3.11,0.168541901,3.21721,4.306,260,0.26,291.73,1.22,596762.8428,2.633852594,0.02,520,26,Arboreal
Green treefrog,HCOT5,Total Triadimefon,LCMS,1,Overspray,2.79E-06,1.152513756,8.090520249,3.11,0.142452367,1.0386,1.3355,260,0.26,291.73,1.22,320710.7441,1.337243263,0.02,520,26,Arboreal
Green treefrog,HCOT1,Triadimefon,LCMS,1,Overspray,2.79E-06,0.45437368,5.358394822,3.11,0.084796603,1.53205,1.7859,260,0.26,291.73,1.22,157625.9477,1.582296573,0.02,520,26,Arboreal
Green treefrog,HCOT2,Triadimefon,LCMS,1,Overspray,2.79E-06,1.13377768,5.358394822,3.11,0.211589052,1.72177,1.9757,260,0.26,291.73,1.22,416914.9491,1.677587046,0.02,520,26,Arboreal
Green treefrog,HCOT3,Triadimefon,LCMS,1,Overspray,2.79E-06,0.607162609,5.358394822,3.11,0.11331054,1.38441,1.6162,260,0.26,291.73,1.22,201659.167,1.493417614,0.02,520,26,Arboreal
Green treefrog,HCOT4,Triadimefon,LCMS,1,Overspray,2.79E-06,0.538911388,5.358394822,3.11,0.100573288,3.21721,4.306,260,0.26,291.73,1.22,235849.4118,2.633852594,0.02,520,26,Arboreal
Green treefrog,HCOT5,Triadimefon,LCMS,1,Overspray,2.79E-06,0.588346697,5.358394822,3.11,0.109799057,1.0386,1.3355,260,0.26,291.73,1.22,163719.6138,1.337243263,0.02,520,26,Arboreal
Green treefrog,HCOT1,Triadimenol,LCMS,1,Overspray,NA,1.056795181,2.732125427,3.11,0.386803318,1.53205,1.7859,260,0.26,291.73,1.22,NA,1.582296573,0.02,520,26,Arboreal
Green treefrog,HCOT2,Triadimenol,LCMS,1,Overspray,NA,1.965524495,2.732125427,3.11,0.719412248,1.72177,1.9757,260,0.26,291.73,1.22,NA,1.677587046,0.02,520,26,Arboreal
Green treefrog,HCOT3,Triadimenol,LCMS,1,Overspray,NA,0.833289399,2.732125427,3.11,0.304996759,1.38441,1.6162,260,0.26,291.73,1.22,NA,1.493417614,0.02,520,26,Arboreal
Green treefrog,HCOT4,Triadimenol,LCMS,1,Overspray,NA,0.824680276,2.732125427,3.11,0.301845687,3.21721,4.306,260,0.26,291.73,1.22,NA,2.633852594,0.02,520,26,Arboreal
Green treefrog,HCOT5,Triadimenol,LCMS,1,Overspray,NA,0.564167059,2.732125427,3.11,0.206493836,1.0386,1.3355,260,0.26,291.73,1.22,NA,1.337243263,0.02,520,26,Arboreal
Green treefrog,HCA1,Atrazine,LCMS,1,Soil,2.30E-05,2.320433805,17.55227915,2.5,0.132201282,1.31617,1.703,30,0.03,215.68,1.187,86148.08599,1.539344719,0.04,122,80,Arboreal
Green treefrog,HCA2,Atrazine,LCMS,1,Soil,2.30E-05,1.97739492,17.55227915,2.5,0.112657445,1.8349,2.1766,30,0.03,215.68,1.187,88791.16077,1.774338306,0.04,122,80,Arboreal
Green treefrog,HCA3,Atrazine,LCMS,1,Soil,2.30E-05,3.46548233,17.55227915,2.5,0.19743774,2.11135,2.5592,30,0.03,215.68,1.187,163030.6712,1.948744724,0.04,122,80,Arboreal
Green treefrog,HCA4,Atrazine,LCMS,1,Soil,2.30E-05,2.317603452,17.55227915,2.5,0.132040029,1.88638,2.1335,30,0.03,215.68,1.187,108233.4276,1.753909771,0.04,122,80,Arboreal
Green treefrog,HCA5,Atrazine,LCMS,1,Soil,2.30E-05,1.687312742,17.55227915,2.5,0.096130692,0.73631,0.8415,30,0.03,215.68,1.187,52709.35379,1.023455444,0.04,122,80,Arboreal
Green treefrog,HCA1,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.892211285,0.012717634,2.5,70.15544354,1.31617,1.703,30,0.03,215.68,1.187,NA,1.539344719,0.04,122,80,Arboreal
Green treefrog,HCA2,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.668766928,0.012717634,2.5,52.58579585,1.8349,2.1766,30,0.03,215.68,1.187,NA,1.774338306,0.04,122,80,Arboreal
Green treefrog,HCA3,Deisopropyl Atrazine,LCMS,1,Soil,NA,1.188007893,0.012717634,2.5,93.41421929,2.11135,2.5592,30,0.03,215.68,1.187,NA,1.948744724,0.04,122,80,Arboreal
Green treefrog,HCA4,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.813593703,0.012717634,2.5,63.97366639,1.88638,2.1335,30,0.03,215.68,1.187,NA,1.753909771,0.04,122,80,Arboreal
Green treefrog,HCA5,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.769493125,0.012717634,2.5,60.50599491,0.73631,0.8415,30,0.03,215.68,1.187,NA,1.023455444,0.04,122,80,Arboreal
Green treefrog,HCA1,Desethyl Atrazine,LCMS,1,Soil,NA,0.514712756,0.044238404,2.5,11.6349758,1.31617,1.703,30,0.03,215.68,1.187,NA,1.539344719,0.04,122,80,Arboreal
Green treefrog,HCA2,Desethyl Atrazine,LCMS,1,Soil,NA,0.419671914,0.044238404,2.5,9.486597162,1.8349,2.1766,30,0.03,215.68,1.187,NA,1.774338306,0.04,122,80,Arboreal
Green treefrog,HCA3,Desethyl Atrazine,LCMS,1,Soil,NA,0.753446903,0.044238404,2.5,17.03151202,2.11135,2.5592,30,0.03,215.68,1.187,NA,1.948744724,0.04,122,80,Arboreal
Green treefrog,HCA4,Desethyl Atrazine,LCMS,1,Soil,NA,0.520505843,0.044238404,2.5,11.76592735,1.88638,2.1335,30,0.03,215.68,1.187,NA,1.753909771,0.04,122,80,Arboreal
Green treefrog,HCA5,Desethyl Atrazine,LCMS,1,Soil,NA,0.410463396,0.044238404,2.5,9.278440508,0.73631,0.8415,30,0.03,215.68,1.187,NA,1.023455444,0.04,122,80,Arboreal
Green treefrog,HCF1,Fipronil,LCMS,1,Soil,1.06E-06,0.141689942,2.768574337,4,0.051177944,1.69128,2.0529,3.78,0.00378,437.15,1.48,131727.6285,1.715234716,0.00037,825,125,Arboreal
Green treefrog,HCF2,Fipronil,LCMS,1,Soil,1.06E-06,0.088542246,2.768574337,4,0.03198117,2.0466,2.3962,3.78,0.00378,437.15,1.48,91079.98295,1.875886072,0.00037,825,125,Arboreal
Green treefrog,HCF3,Fipronil,LCMS,1,Soil,1.06E-06,0.05370516,2.768574337,4,0.019398128,2.34143,2.603,3.78,0.00378,437.15,1.48,60244.9906,1.967986651,0.00037,825,125,Arboreal
Green treefrog,HCF4,Fipronil,LCMS,1,Soil,1.06E-06,0.299107947,2.768574337,4,0.108036813,1.05281,1.1301,3.78,0.00378,437.15,1.48,244571.9093,1.213996055,0.00037,825,125,Arboreal
Green treefrog,HCF5,Fipronil,LCMS,1,Soil,1.06E-06,0.093944185,2.768574337,4,0.033932332,1.01293,1.0906,3.78,0.00378,437.15,1.48,75443.93032,1.189243881,0.00037,825,125,Arboreal
Green treefrog,HCF1,Fipronil-Sulfone,LCMS,1,Soil,NA,0.055721853,0.03599496,4,1.548045944,1.69128,2.0529,3.78,0.00378,437.15,1.48,NA,1.715234716,0.00037,825,125,Arboreal
Green treefrog,HCF2,Fipronil-Sulfone,LCMS,1,Soil,NA,0.022953778,0.03599496,4,0.637694222,2.0466,2.3962,3.78,0.00378,437.15,1.48,NA,1.875886072,0.00037,825,125,Arboreal
Green treefrog,HCF3,Fipronil-Sulfone,LCMS,1,Soil,NA,0.007483584,0.03599496,4,0.207906442,2.34143,2.603,3.78,0.00378,437.15,1.48,NA,1.967986651,0.00037,825,125,Arboreal
Green treefrog,HCF4,Fipronil-Sulfone,LCMS,1,Soil,NA,0.128493111,0.03599496,4,3.569752814,1.05281,1.1301,3.78,0.00378,437.15,1.48,NA,1.213996055,0.00037,825,125,Arboreal
Green treefrog,HCF5,Fipronil-Sulfone,LCMS,1,Soil,NA,0.167229704,0.03599496,4,4.645919936,1.01293,1.0906,3.78,0.00378,437.15,1.48,NA,1.189243881,0.00037,825,125,Arboreal
Green treefrog,HCI1,Imidacloprid,LCMS,1,Soil,5.76E-06,0.128323626,2.032637766,0.57,0.063131576,1.46095,1.7209,510,0.51,255.661,1.543,21025.05779,1.548692223,0.0002,292.5,84,Arboreal
Green treefrog,HCI2,Imidacloprid,LCMS,1,Soil,5.76E-06,0.160232247,2.032637766,0.57,0.078829711,1.29982,1.4897,510,0.51,255.661,1.543,25392.5699,1.424579926,0.0002,292.5,84,Arboreal
Green treefrog,HCI3,Imidacloprid,LCMS,1,Soil,5.76E-06,0.12428756,2.032637766,0.57,0.061145946,1.41647,1.5395,510,0.51,255.661,1.543,21059.10618,1.451962658,0.0002,292.5,84,Arboreal
Green treefrog,HCI4,Imidacloprid,LCMS,1,Soil,5.76E-06,0.154999982,2.032637766,0.57,0.076255585,1.30898,1.4212,510,0.51,255.661,1.543,25419.9699,1.386276831,0.0002,292.5,84,Arboreal
Green treefrog,HCI5,Imidacloprid,LCMS,1,Soil,5.76E-06,0.103564099,2.032637766,0.57,0.050950593,1.2973,1.4966,510,0.51,255.661,1.543,16336.58057,1.428396669,0.0002,292.5,84,Arboreal
Green treefrog,HCP1,Pendimethalin,LCMS,1,Soil,1.99E-05,0.106088831,12.43513533,5.18,0.008531377,2.18431,2.5055,0.3,0.0003,281.31,1.17,6060.176623,1.924963356,4,243000,40,Arboreal
Green treefrog,HCP2,Pendimethalin,LCMS,1,Soil,1.99E-05,0.264552068,12.43513533,5.18,0.021274563,1.10908,1.2193,0.3,0.0003,281.31,1.17,11643.33024,1.268588082,4,243000,40,Arboreal
Green treefrog,HCP3,Pendimethalin,LCMS,1,Soil,1.99E-05,0.285295401,12.43513533,5.18,0.022942686,2.55184,2.8276,0.3,0.0003,281.31,1.17,17751.63705,2.06458901,4,243000,40,Arboreal
Green treefrog,HCP4,Pendimethalin,LCMS,1,Soil,1.99E-05,0.087572337,12.43513533,5.18,0.007042331,2.44681,2.8606,0.3,0.0003,281.31,1.17,5189.669617,2.078506015,4,243000,40,Arboreal
Green treefrog,HCP5,Pendimethalin,LCMS,1,Soil,1.99E-05,0.083610081,12.43513533,5.18,0.006723697,2.26759,2.7422,0.3,0.0003,281.31,1.17,4705.708155,2.028252403,4,243000,40,Arboreal
Green treefrog,HCA1,Total Atrazine,LCMS,1,Soil,2.30E-05,3.727357846,17.60923519,2.5,0.211670627,1.31617,1.703,30,0.03,215.68,1.187,138381.3421,1.539344719,0.04,122,80,Arboreal
Green treefrog,HCA2,Total Atrazine,LCMS,1,Soil,2.30E-05,3.065833762,17.60923519,2.5,0.174103743,1.8349,2.1766,30,0.03,215.68,1.187,137665.4384,1.774338306,0.04,122,80,Arboreal
Green treefrog,HCA3,Total Atrazine,LCMS,1,Soil,2.30E-05,5.406937125,17.60923519,2.5,0.307051219,2.11135,2.5592,30,0.03,215.68,1.187,254364.7622,1.948744724,0.04,122,80,Arboreal
Green treefrog,HCA4,Total Atrazine,LCMS,1,Soil,2.30E-05,3.651702998,17.60923519,2.5,0.20737431,1.88638,2.1335,30,0.03,215.68,1.187,170536.6515,1.753909771,0.04,122,80,Arboreal
Green treefrog,HCA5,Total Atrazine,LCMS,1,Soil,2.30E-05,2.867269263,17.60923519,2.5,0.162827586,0.73631,0.8415,30,0.03,215.68,1.187,89569.58971,1.023455444,0.04,122,80,Arboreal
Green treefrog,HCF1,Total Fipronil,LCMS,1,Soil,1.06E-06,0.197411795,2.804569298,4,0.070389345,1.69128,2.0529,3.78,0.00378,437.15,1.48,183531.6408,1.715234716,0.00037,825,125,Arboreal
Green treefrog,HCF2,Total Fipronil,LCMS,1,Soil,1.06E-06,0.111496024,2.804569298,4,0.039755133,2.0466,2.3962,3.78,0.00378,437.15,1.48,114691.6467,1.875886072,0.00037,825,125,Arboreal
Green treefrog,HCF3,Total Fipronil,LCMS,1,Soil,1.06E-06,0.061188744,2.804569298,4,0.021817519,2.34143,2.603,3.78,0.00378,437.15,1.48,68639.87215,1.967986651,0.00037,825,125,Arboreal
Green treefrog,HCF4,Total Fipronil,LCMS,1,Soil,1.06E-06,0.427601059,2.804569298,4,0.152465856,1.05281,1.1301,3.78,0.00378,437.15,1.48,349637.0065,1.213996055,0.00037,825,125,Arboreal
Green treefrog,HCF5,Total Fipronil,LCMS,1,Soil,1.06E-06,0.261173889,2.804569298,4,0.09312442,1.01293,1.0906,3.78,0.00378,437.15,1.48,209741.3987,1.189243881,0.00037,825,125,Arboreal
Green treefrog,HCT1,Total Triadimefon,LCMS,1,Soil,2.71E-06,0.273380103,5.245912662,3.11,0.052112973,1.26341,1.3992,260,0.26,291.73,1.22,92726.27757,1.373811056,0.02,520,26,Arboreal
Green treefrog,HCT2,Total Triadimefon,LCMS,1,Soil,2.71E-06,0.393093957,5.245912662,3.11,0.074933378,1.56597,1.7952,260,0.26,291.73,1.22,143055.4758,1.587062168,0.02,520,26,Arboreal
Green treefrog,HCT3,Total Triadimefon,LCMS,1,Soil,2.71E-06,0.151943337,5.245912662,3.11,0.028964138,1.34966,1.639,260,0.26,291.73,1.22,50236.66935,1.505579938,0.02,520,26,Arboreal
Green treefrog,HCT4,Total Triadimefon,LCMS,1,Soil,2.71E-06,0.495725615,5.245912662,3.11,0.094497497,1.4684,1.7904,260,0.26,291.73,1.22,169427.4055,1.584603807,0.02,520,26,Arboreal
Green treefrog,HCT5,Total Triadimefon,LCMS,1,Soil,2.71E-06,0.557152367,5.245912662,3.11,0.106206947,2.15294,2.5031,260,0.26,291.73,1.22,229955.0984,1.923895518,0.02,520,26,Arboreal
Green treefrog,HCT1,Triadimefon,LCMS,1,Soil,2.71E-06,0.203194228,5.037247983,3.11,0.040338341,1.26341,1.3992,260,0.26,291.73,1.22,68920.32063,1.373811056,0.02,520,26,Arboreal
Green treefrog,HCT2,Triadimefon,LCMS,1,Soil,2.71E-06,0.269246318,5.037247983,3.11,0.053451075,1.56597,1.7952,260,0.26,291.73,1.22,97984.61526,1.587062168,0.02,520,26,Arboreal
Green treefrog,HCT3,Triadimefon,LCMS,1,Soil,2.71E-06,0.085607471,5.037247983,3.11,0.016994889,1.34966,1.639,260,0.26,291.73,1.22,28304.19735,1.505579938,0.02,520,26,Arboreal
Green treefrog,HCT4,Triadimefon,LCMS,1,Soil,2.71E-06,0.259287766,5.037247983,3.11,0.051474092,1.4684,1.7904,260,0.26,291.73,1.22,88618.48616,1.584603807,0.02,520,26,Arboreal
Green treefrog,HCT5,Triadimefon,LCMS,1,Soil,2.71E-06,0.305029672,5.037247983,3.11,0.060554825,2.15294,2.5031,260,0.26,291.73,1.22,125895.7738,1.923895518,0.02,520,26,Arboreal
Green treefrog,HCT1,Triadimenol,LCMS,1,Soil,NA,0.070185875,0.208664679,3.11,0.336357239,1.26341,1.3992,260,0.26,291.73,1.22,NA,1.373811056,0.02,520,26,Arboreal
Green treefrog,HCT2,Triadimenol,LCMS,1,Soil,NA,0.123847639,0.208664679,3.11,0.59352469,1.56597,1.7952,260,0.26,291.73,1.22,NA,1.587062168,0.02,520,26,Arboreal
Green treefrog,HCT3,Triadimenol,LCMS,1,Soil,NA,0.066335866,0.208664679,3.11,0.317906541,1.34966,1.639,260,0.26,291.73,1.22,NA,1.505579938,0.02,520,26,Arboreal
Green treefrog,HCT4,Triadimenol,LCMS,1,Soil,NA,0.236437848,0.208664679,3.11,1.133099522,1.4684,1.7904,260,0.26,291.73,1.22,NA,1.584603807,0.02,520,26,Arboreal
Green treefrog,HCT5,Triadimenol,LCMS,1,Soil,NA,0.252122694,0.208664679,3.11,1.20826723,2.15294,2.5031,260,0.26,291.73,1.22,NA,1.923895518,0.02,520,26,Arboreal
