Species,Sample,Chemical,Instrument,good,Application,app_rate_g_cm2,TissueConc,SoilConc,logKow,BCF,bodyweight,initialweight,Solat20C_mgL,Solat20C_gL,molmass_gmol,Density_gcm3,AppFactor,SA_cm2,VapPrs_mPa,Koc_gmL,HalfLife_day,HabFac
Barking treefrog,HGT5,Triadimenol,LCMS,1,Soil,NA,0.06426312,0.184444769,3.11,0.348413892,2.84579,3.886,260,0.26,291.73,1.22,NA,2.481902543,0.02,520,26,Arboreal
Cricket frog,CFI1,Imidacloprid,LCMS,1,Soil,5.62E-06,0.253213485,2.072271639,0.57,0.122191261,0.7479,0.7479,510,0.51,255.661,1.543,25957.92424,1.297683621,0.0002,292.5,84,Arboreal
Cricket frog,CFI2,Imidacloprid,LCMS,1,Soil,5.62E-06,0.434782099,2.072271639,0.57,0.209809414,0.74614,0.74614,510,0.51,255.661,1.543,42542.55783,1.356365702,0.0002,292.5,84,Arboreal
Cricket frog,CFI3,Imidacloprid,LCMS,1,Soil,5.62E-06,0.372214162,2.072271639,0.57,0.179616492,0.53965,0.53965,510,0.51,255.661,1.543,30145.62019,1.185193527,0.0002,292.5,84,Arboreal
Cricket frog,CFI4,Imidacloprid,LCMS,1,Soil,5.62E-06,0.339457748,2.072271639,0.57,0.163809484,0.71619,0.71619,510,0.51,255.661,1.543,32153.64683,1.34490671,0.0002,292.5,84,Arboreal
Cricket frog,CFI5,Imidacloprid,LCMS,1,Soil,5.62E-06,0.275966093,2.072271639,0.57,0.13317081,0.63282,0.63282,510,0.51,255.661,1.543,24240.27087,1.281465366,0.0002,292.5,84,Arboreal
Cricket frog,CFT1,Total Triadimefon,LCMS,1,Soil,2.79E-06,2.077130886,10.06719167,3.11,0.206326745,0.6273,0.6273,260,0.26,291.73,1.22,383350.8797,1.217789371,0.02,520,26,Aquatic
Cricket frog,CFT2,Total Triadimefon,LCMS,1,Soil,2.79E-06,1.756096815,10.06719167,3.11,0.174437606,0.50037,0.50037,260,0.26,291.73,1.22,397738.0948,0.79153846,0.02,520,26,Aquatic
Cricket frog,CFT3,Total Triadimefon,LCMS,1,Soil,2.79E-06,1.744838243,10.06719167,3.11,0.173319263,0.70107,0.70107,260,0.26,291.73,1.22,347559.409,1.261005547,0.02,520,26,Aquatic
Cricket frog,CFT4,Total Triadimefon,LCMS,1,Soil,2.79E-06,1.460137338,10.06719167,3.11,0.145039191,0.69761,0.69761,260,0.26,291.73,1.22,288128.2401,1.266630874,0.02,520,26,Aquatic
Cricket frog,CFT5,Total Triadimefon,LCMS,1,Soil,2.79E-06,1.373422118,10.06719167,3.11,0.136425546,0.70298,0.70298,260,0.26,291.73,1.22,267627.194,1.292546744,0.02,520,26,Aquatic
Cricket frog,CFT1,Triadimefon,LCMS,1,Soil,2.79E-06,1.767515923,9.7819479,3.11,0.180691611,0.6273,0.6273,260,0.26,291.73,1.22,326208.9976,1.217789371,0.02,520,26,Aquatic
Cricket frog,CFT2,Triadimefon,LCMS,1,Soil,2.79E-06,1.510131142,9.7819479,3.11,0.154379389,0.50037,0.50037,260,0.26,291.73,1.22,342029.3679,0.79153846,0.02,520,26,Aquatic
Cricket frog,CFT3,Triadimefon,LCMS,1,Soil,2.79E-06,1.415803038,9.7819479,3.11,0.144736309,0.70107,0.70107,260,0.26,291.73,1.22,282017.9286,1.261005547,0.02,520,26,Aquatic
Cricket frog,CFT4,Triadimefon,LCMS,1,Soil,2.79E-06,1.199301149,9.7819479,3.11,0.12260351,0.69761,0.69761,260,0.26,291.73,1.22,236657.553,1.266630874,0.02,520,26,Aquatic
Cricket frog,CFT5,Triadimefon,LCMS,1,Soil,2.79E-06,0.965587137,9.7819479,3.11,0.098711131,0.70298,0.70298,260,0.26,291.73,1.22,188155.8282,1.292546744,0.02,520,26,Aquatic
Cricket frog,CFT1,Triadimenol,LCMS,1,Soil,NA,0.309614963,0.28524377,3.11,1.085439876,0.6273,0.6273,261,0.261,291.73,1.22,NA,1.217789371,0.02,520,26,Aquatic
Cricket frog,CFT2,Triadimenol,LCMS,1,Soil,NA,0.245965672,0.28524377,3.11,0.862299892,0.50037,0.50037,262,0.262,291.73,1.22,NA,0.79153846,0.02,520,26,Aquatic
Cricket frog,CFT3,Triadimenol,LCMS,1,Soil,NA,0.329035205,0.28524377,3.11,1.153522845,0.70107,0.70107,263,0.263,291.73,1.22,NA,1.261005547,0.02,520,26,Aquatic
Cricket frog,CFT4,Triadimenol,LCMS,1,Soil,NA,0.260836189,0.28524377,3.11,0.914432554,0.69761,0.69761,264,0.264,291.73,1.22,NA,1.266630874,0.02,520,26,Aquatic
Cricket frog,CFT5,Triadimenol,LCMS,1,Soil,NA,0.407834981,0.28524377,3.11,1.429776997,0.70298,0.70298,265,0.265,291.73,1.22,NA,1.292546744,0.02,520,26,Aquatic
Fowlers toad,FTA1,Atrazine,LCMS,1,Soil,2.28E-05,6.057796284,17.01496934,2.5,0.356027458,2.811,3.2531,30,0.03,215.68,1.187,332979.292,2.239148039,0.04,122,80,Terrestrial
Fowlers toad,FTA2,Atrazine,LCMS,1,Soil,2.28E-05,9.048486708,17.01496934,2.5,0.531795652,1.04725,1.3337,30,0.03,215.68,1.187,310512.8449,1.336199406,0.04,122,80,Terrestrial
Fowlers toad,FTA3,Atrazine,LCMS,1,Soil,2.28E-05,7.680647624,17.01496934,2.5,0.451405317,2.57336,2.98286,30,0.03,215.68,1.187,406394.5479,2.129487214,0.04,122,80,Terrestrial
Fowlers toad,FTA4,Atrazine,LCMS,1,Soil,2.28E-05,5.339332971,17.01496934,2.5,0.313802092,1.93404,2.20256,30,0.03,215.68,1.187,253080.806,1.786560678,0.04,122,80,Terrestrial
Fowlers toad,FTA5,Atrazine,LCMS,1,Soil,2.28E-05,7.187578472,17.01496934,2.5,0.422426766,0.82668,0.9795,30,0.03,215.68,1.187,232803.9673,1.117517096,0.04,122,80,Terrestrial
Fowlers toad,FTA1,Deisopropyl Atrazine,LCMS,1,Soil,NA,2.673397637,0.009512997,2.5,281.0257931,2.811,3.2531,30,0.03,215.68,1.187,NA,2.239148039,0.04,122,80,Terrestrial
Fowlers toad,FTA2,Deisopropyl Atrazine,LCMS,1,Soil,NA,3.775195958,0.009512997,2.5,396.8461045,1.04725,1.3337,30,0.03,215.68,1.187,NA,1.336199406,0.04,122,80,Terrestrial
Fowlers toad,FTA3,Deisopropyl Atrazine,LCMS,1,Soil,NA,1.764915688,0.009512997,2.5,185.5267709,2.57336,2.98286,30,0.03,215.68,1.187,NA,2.129487214,0.04,122,80,Terrestrial
Fowlers toad,FTA4,Deisopropyl Atrazine,LCMS,1,Soil,NA,2.583907396,0.009512997,2.5,271.618638,1.93404,2.20256,30,0.03,215.68,1.187,NA,1.786560678,0.04,122,80,Terrestrial
Fowlers toad,FTA5,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.66160154,0.009512997,2.5,69.54711668,0.82668,0.9795,30,0.03,215.68,1.187,NA,1.117517096,0.04,122,80,Terrestrial
Fowlers toad,FTA1,Desethyl Atrazine,LCMS,1,Soil,NA,1.134299091,0.029689129,2.5,38.20587334,2.811,3.2531,30,0.03,215.68,1.187,NA,2.239148039,0.04,122,80,Terrestrial
Fowlers toad,FTA2,Desethyl Atrazine,LCMS,1,Soil,NA,1.738052293,0.029689129,2.5,58.54170761,1.04725,1.3337,30,0.03,215.68,1.187,NA,1.336199406,0.04,122,80,Terrestrial
Fowlers toad,FTA3,Desethyl Atrazine,LCMS,1,Soil,NA,1.010994386,0.029689129,2.5,34.05267952,2.57336,2.98286,30,0.03,215.68,1.187,NA,2.129487214,0.04,122,80,Terrestrial
Fowlers toad,FTA4,Desethyl Atrazine,LCMS,1,Soil,NA,1.097633052,0.029689129,2.5,36.9708745,1.93404,2.20256,30,0.03,215.68,1.187,NA,1.786560678,0.04,122,80,Terrestrial
Fowlers toad,FTA5,Desethyl Atrazine,LCMS,1,Soil,NA,0.590253697,0.029689129,2.5,19.88113909,0.82668,0.9795,30,0.03,215.68,1.187,NA,1.117517096,0.04,122,80,Terrestrial
Fowlers toad,FTF1,Fipronil,LCMS,1,Soil,1.14E-06,0.858838525,3.326864605,4,0.258152533,2.87106,3.4164,3.78,0.00378,437.15,1.48,938677.4719,2.303556612,0.00037,825,125,Terrestrial
Fowlers toad,FTF2,Fipronil,LCMS,1,Soil,1.14E-06,0.155523111,3.326864605,4,0.046747653,1.28161,1.74614,3.78,0.00378,437.15,1.48,111914.3925,1.561803462,0.00037,825,125,Terrestrial
Fowlers toad,FTF3,Fipronil,LCMS,1,Soil,1.14E-06,0.628822032,3.326864605,4,0.189013413,2.48014,2.8723,3.78,0.00378,437.15,1.48,656429.0428,2.083423978,0.00037,825,125,Terrestrial
Fowlers toad,FTF4,Fipronil,LCMS,1,Soil,1.14E-06,0.881256085,3.326864605,4,0.264890878,1.69321,2.04101,3.78,0.00378,437.15,1.48,765440.6381,1.709475719,0.00037,825,125,Terrestrial
Fowlers toad,FTF5,Fipronil,LCMS,1,Soil,1.14E-06,0.915030916,3.326864605,4,0.275043029,0.89804,1.0813,3.78,0.00378,437.15,1.48,608941.3864,1.183361557,0.00037,825,125,Terrestrial
Fowlers toad,FTF1,Fipronil-Sulfone,LCMS,1,Soil,NA,0.29629601,0.039994708,4,7.408380319,2.87106,3.4164,3.78,0.00378,437.15,1.48,NA,2.303556612,0.00037,825,125,Terrestrial
Fowlers toad,FTF2,Fipronil-Sulfone,LCMS,1,Soil,NA,0.36936646,0.039994708,4,9.235383276,1.28161,1.74614,3.78,0.00378,437.15,1.48,NA,1.561803462,0.00037,825,125,Terrestrial
Fowlers toad,FTF3,Fipronil-Sulfone,LCMS,1,Soil,NA,0.630186866,0.039994708,4,15.75675615,2.48014,2.8723,3.78,0.00378,437.15,1.48,NA,2.083423978,0.00037,825,125,Terrestrial
Fowlers toad,FTF4,Fipronil-Sulfone,LCMS,1,Soil,NA,0.277370152,0.039994708,4,6.935171267,1.69321,2.04101,3.78,0.00378,437.15,1.48,NA,1.709475719,0.00037,825,125,Terrestrial
Fowlers toad,FTF5,Fipronil-Sulfone,LCMS,1,Soil,NA,1.154990433,0.039994708,4,28.87858124,0.89804,1.0813,3.78,0.00378,437.15,1.48,NA,1.183361557,0.00037,825,125,Terrestrial
Fowlers toad,FTP1,Pendimethalin,LCMS,1,Soil,1.99E-05,1.015765216,12.47076761,5.18,0.081451699,1.44625,1.7962,0.3,0.0003,281.31,1.17,46545.53161,1.587573978,4,243000,40,Terrestrial
Fowlers toad,FTP2,Pendimethalin,LCMS,1,Soil,1.99E-05,0.793134917,12.47076761,5.18,0.063599527,1.4138,1.77413,0.3,0.0003,281.31,1.17,35783.69062,1.576250272,4,243000,40,Terrestrial
Fowlers toad,FTP3,Pendimethalin,LCMS,1,Soil,1.99E-05,0.232912294,12.47076761,5.18,0.018676661,2.94055,4.5298,0.3,0.0003,281.31,1.17,12701.75924,2.712266512,4,243000,40,Terrestrial
Fowlers toad,FTP4,Pendimethalin,LCMS,1,Soil,1.99E-05,2.450801741,12.47076761,5.18,0.196523728,2.01645,2.3931,0.3,0.0003,281.31,1.17,132614.1789,1.874480536,4,243000,40,Terrestrial
Fowlers toad,FTP5,Pendimethalin,LCMS,1,Soil,1.99E-05,0.348901972,12.47076761,5.18,0.027977586,1.73866,2.11699,0.3,0.0003,281.31,1.17,17475.89999,1.746038413,4,243000,40,Terrestrial
Fowlers toad,FTA1,Total Atrazine,LCMS,1,Soil,2.28E-05,9.865493013,17.05417146,2.5,0.57847976,2.811,3.2531,30,0.03,215.68,1.187,542277.2117,2.239148039,0.04,122,80,Terrestrial
Fowlers toad,FTA2,Total Atrazine,LCMS,1,Soil,2.28E-05,14.56173496,17.05417146,2.5,0.853851797,1.04725,1.3337,30,0.03,215.68,1.187,499708.5031,1.336199406,0.04,122,80,Terrestrial
Fowlers toad,FTA3,Total Atrazine,LCMS,1,Soil,2.28E-05,10.4565577,17.05417146,2.5,0.613137831,2.57336,2.98286,30,0.03,215.68,1.187,553272.0997,2.129487214,0.04,122,80,Terrestrial
Fowlers toad,FTA4,Total Atrazine,LCMS,1,Soil,2.28E-05,9.020873418,17.05417146,2.5,0.528954071,1.93404,2.20256,30,0.03,215.68,1.187,427583.357,1.786560678,0.04,122,80,Terrestrial
Fowlers toad,FTA5,Total Atrazine,LCMS,1,Soil,2.28E-05,8.439433709,17.05417146,2.5,0.494860376,0.82668,0.9795,30,0.03,215.68,1.187,273351.2625,1.117517096,0.04,122,80,Terrestrial
Fowlers toad,FTF1,Total Fipronil,LCMS,1,Soil,1.14E-06,1.155134535,3.366859313,4,0.343089636,2.87106,3.4164,3.78,0.00378,437.15,1.48,1262517.614,2.303556612,0.00037,825,125,Terrestrial
Fowlers toad,FTF2,Total Fipronil,LCMS,1,Soil,1.14E-06,0.524889572,3.366859313,4,0.155898873,1.28161,1.74614,3.78,0.00378,437.15,1.48,377710.4059,1.561803462,0.00037,825,125,Terrestrial
Fowlers toad,FTF3,Total Fipronil,LCMS,1,Soil,1.14E-06,1.259008899,3.366859313,4,0.373941642,2.48014,2.8723,3.78,0.00378,437.15,1.48,1314282.84,2.083423978,0.00037,825,125,Terrestrial
Fowlers toad,FTF4,Total Fipronil,LCMS,1,Soil,1.14E-06,1.158626237,3.366859313,4,0.344126715,1.69321,2.04101,3.78,0.00378,437.15,1.48,1006358.562,1.709475719,0.00037,825,125,Terrestrial
Fowlers toad,FTF5,Total Fipronil,LCMS,1,Soil,1.14E-06,2.07002135,3.366859313,4,0.614822645,0.89804,1.0813,3.78,0.00378,437.15,1.48,1377572.766,1.183361557,0.00037,825,125,Terrestrial
Fowlers toad,FTT1,Total Triadimefon,LCMS,1,Soil,2.74E-06,0.17768118,7.010390361,3.11,0.025345405,0.95994,1.32029,260,0.26,291.73,1.22,46805.23854,1.328403922,0.02,520,26,Terrestrial
Fowlers toad,FTT2,Total Triadimefon,LCMS,1,Soil,2.74E-06,0.249114027,7.010390361,3.11,0.035534972,1.74647,2.10534,260,0.26,291.73,1.22,91123.88398,1.740468562,0.02,520,26,Terrestrial
Fowlers toad,FTT3,Total Triadimefon,LCMS,1,Soil,2.74E-06,0.309893558,7.010390361,3.11,0.044204893,1.37367,1.66107,260,0.26,291.73,1.22,102274.3756,1.517285191,0.02,520,26,Terrestrial
Fowlers toad,FTT4,Total Triadimefon,LCMS,1,Soil,2.74E-06,0.404606482,7.010390361,3.11,0.057715257,3.32274,3.92233,260,0.26,291.73,1.22,196400.9723,2.495310856,0.02,520,26,Terrestrial
Fowlers toad,FTT5,Total Triadimefon,LCMS,1,Soil,2.74E-06,0.318423813,7.010390361,3.11,0.045421695,1.09363,2.43366,260,0.26,291.73,1.22,67066.85752,1.892810295,0.02,520,26,Terrestrial
Fowlers toad,FTT1,Triadimefon,LCMS,1,Soil,2.74E-06,0.05869648,6.846674748,3.11,0.008572991,0.95994,1.32029,260,0.26,291.73,1.22,15461.97946,1.328403922,0.02,520,26,Terrestrial
Fowlers toad,FTT2,Triadimefon,LCMS,1,Soil,2.74E-06,0.146088486,6.846674748,3.11,0.021337144,1.74647,2.10534,260,0.26,291.73,1.22,53437.97936,1.740468562,0.02,520,26,Terrestrial
Fowlers toad,FTT3,Triadimefon,LCMS,1,Soil,2.74E-06,0.065135597,6.846674748,3.11,0.009513465,1.37367,1.66107,260,0.26,291.73,1.22,21496.74418,1.517285191,0.02,520,26,Terrestrial
Fowlers toad,FTT4,Triadimefon,LCMS,1,Soil,2.74E-06,0.103722402,6.846674748,3.11,0.015149311,3.32274,3.92233,260,0.26,291.73,1.22,50348.13197,2.495310856,0.02,520,26,Terrestrial
Fowlers toad,FTT5,Triadimefon,LCMS,1,Soil,2.74E-06,0.053079723,6.846674748,3.11,0.007752628,1.09363,2.43366,260,0.26,291.73,1.22,11179.72365,1.892810295,0.02,520,26,Terrestrial
Fowlers toad,FTT1,Triadimenol,LCMS,1,Soil,NA,0.1189847,0.163715613,3.11,0.726776741,0.95994,1.32029,260,0.26,291.73,1.22,NA,1.328403922,0.02,520,26,Terrestrial
Fowlers toad,FTT2,Triadimenol,LCMS,1,Soil,NA,0.103025541,0.163715613,3.11,0.629295759,1.74647,2.10534,260,0.26,291.73,1.22,NA,1.740468562,0.02,520,26,Terrestrial
Fowlers toad,FTT3,Triadimenol,LCMS,1,Soil,NA,0.244757961,0.163715613,3.11,1.495019052,1.37367,1.66107,260,0.26,291.73,1.22,NA,1.517285191,0.02,520,26,Terrestrial
Fowlers toad,FTT4,Triadimenol,LCMS,1,Soil,NA,0.30088408,0.163715613,3.11,1.837845972,3.32274,3.92233,260,0.26,291.73,1.22,NA,2.495310856,0.02,520,26,Terrestrial
Fowlers toad,FTT5,Triadimenol,LCMS,1,Soil,NA,0.265344089,0.163715613,3.11,1.620762274,1.09363,2.43366,260,0.26,291.73,1.22,NA,1.892810295,0.02,520,26,Terrestrial
Gray treefrog,HVA1,Atrazine,LCMS,1,Soil,2.31E-05,6.200605185,16.60809236,2.5,0.373348429,1.56286,2.13844,30,0.03,215.68,1.187,238926.5026,1.756259992,0.04,122,80,Arboreal
Gray treefrog,HVA2,Atrazine,LCMS,1,Soil,2.31E-05,5.905088467,16.60809236,2.5,0.355554891,1.42737,1.792639,30,0.03,215.68,1.187,230158.4862,1.585750875,0.04,122,80,Arboreal
Gray treefrog,HVA3,Atrazine,LCMS,1,Soil,2.31E-05,8.475746479,16.60809236,2.5,0.510338352,2.21783,2.76186,30,0.03,215.68,1.187,399656.4482,2.036659213,0.04,122,80,Arboreal
Gray treefrog,HVA4,Atrazine,LCMS,1,Soil,2.31E-05,6.501385729,16.60809236,2.5,0.39145891,2.86963,3.6308,30,0.03,215.68,1.187,338553.1542,2.386184125,0.04,122,80,Arboreal
Gray treefrog,HVA5,Atrazine,LCMS,1,Soil,2.31E-05,5.341545111,16.60809236,2.5,0.321623037,1.1115,1.5443,30,0.03,215.68,1.187,176740.917,1.454582113,0.04,122,80,Arboreal
Gray treefrog,HVA1,Deisopropyl Atrazine,LCMS,1,Soil,NA,1.135050775,0.006247771,2.5,181.6729129,1.56286,2.13844,30,0.03,215.68,1.187,NA,1.756259992,0.04,122,80,Arboreal
Gray treefrog,HVA2,Deisopropyl Atrazine,LCMS,1,Soil,NA,1.273867259,0.006247771,2.5,203.8914741,1.42737,1.792639,30,0.03,215.68,1.187,NA,1.585750875,0.04,122,80,Arboreal
Gray treefrog,HVA3,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.613795981,0.006247771,2.5,98.24239256,2.21783,2.76186,30,0.03,215.68,1.187,NA,2.036659213,0.04,122,80,Arboreal
Gray treefrog,HVA4,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.528536529,0.006247771,2.5,84.59601366,2.86963,3.6308,30,0.03,215.68,1.187,NA,2.386184125,0.04,122,80,Arboreal
Gray treefrog,HVA5,Deisopropyl Atrazine,LCMS,1,Soil,NA,0.314848577,0.006247771,2.5,50.39374398,1.1115,1.5443,30,0.03,215.68,1.187,NA,1.454582113,0.04,122,80,Arboreal
Gray treefrog,HVA1,Desethyl Atrazine,LCMS,1,Soil,NA,1.046082575,0.025176025,2.5,41.5507443,1.56286,2.13844,30,0.03,215.68,1.187,NA,1.756259992,0.04,122,80,Arboreal
Gray treefrog,HVA2,Desethyl Atrazine,LCMS,1,Soil,NA,1.228630408,0.025176025,2.5,48.80160433,1.42737,1.792639,30,0.03,215.68,1.187,NA,1.585750875,0.04,122,80,Arboreal
Gray treefrog,HVA3,Desethyl Atrazine,LCMS,1,Soil,NA,1.341746913,0.025176025,2.5,53.29462913,2.21783,2.76186,30,0.03,215.68,1.187,NA,2.036659213,0.04,122,80,Arboreal
Gray treefrog,HVA4,Desethyl Atrazine,LCMS,1,Soil,NA,1.042425873,0.025176025,2.5,41.40549889,2.86963,3.6308,30,0.03,215.68,1.187,NA,2.386184125,0.04,122,80,Arboreal
Gray treefrog,HVA5,Desethyl Atrazine,LCMS,1,Soil,NA,1.149798791,0.025176025,2.5,45.67038653,1.1115,1.5443,30,0.03,215.68,1.187,NA,1.454582113,0.04,122,80,Arboreal
Gray treefrog,HVF1,Fipronil,LCMS,1,Soil,1.05E-06,0.20493869,3.268503241,4,0.062701082,2.29103,2.8305,3.78,0.00378,437.15,1.48,215917.063,2.065814751,0.00037,825,125,Arboreal
Gray treefrog,HVF2,Fipronil,LCMS,1,Soil,1.05E-06,0.222372614,3.268503241,4,0.068034999,2.48463,2.78375,3.78,0.00378,437.15,1.48,256544.7451,2.045990007,0.00037,825,125,Arboreal
Gray treefrog,HVF3,Fipronil,LCMS,1,Soil,1.05E-06,0.207517779,3.268503241,4,0.063490156,1.73741,2.07613,3.78,0.00378,437.15,1.48,198393.8693,1.726445948,0.00037,825,125,Arboreal
Gray treefrog,HVF4,Fipronil,LCMS,1,Soil,1.05E-06,0.074947958,3.268503241,4,0.02293036,1.90828,2.32246,3.78,0.00378,437.15,1.48,73752.86037,1.842241823,0.00037,825,125,Arboreal
Gray treefrog,HVF5,Fipronil,LCMS,1,Soil,1.05E-06,0.120688821,3.268503241,4,0.036924798,2.34893,2.71625,3.78,0.00378,437.15,1.48,133514.8712,2.017116974,0.00037,825,125,Arboreal
Gray treefrog,HVF1,Fipronil-Sulfone,LCMS,1,Soil,NA,0.690711299,0.041192692,4,16.76781143,2.29103,2.8305,3.78,0.00378,437.15,1.48,NA,2.065814751,0.00037,825,125,Arboreal
Gray treefrog,HVF2,Fipronil-Sulfone,LCMS,1,Soil,NA,0.230659273,0.041192692,4,5.599519222,2.48463,2.78375,3.78,0.00378,437.15,1.48,NA,2.045990007,0.00037,825,125,Arboreal
Gray treefrog,HVF3,Fipronil-Sulfone,LCMS,1,Soil,NA,0.419692444,0.041192692,4,10.18851693,1.73741,2.07613,3.78,0.00378,437.15,1.48,NA,1.726445948,0.00037,825,125,Arboreal
Gray treefrog,HVF4,Fipronil-Sulfone,LCMS,1,Soil,NA,0.069730375,0.041192692,4,1.692785079,1.90828,2.32246,3.78,0.00378,437.15,1.48,NA,1.842241823,0.00037,825,125,Arboreal
Gray treefrog,HVF5,Fipronil-Sulfone,LCMS,1,Soil,NA,0.05254491,0.041192692,4,1.275588141,2.34893,2.71625,3.78,0.00378,437.15,1.48,NA,2.017116974,0.00037,825,125,Arboreal
Gray treefrog,HVI1,Imidacloprid,LCMS,1,Soil,5.66E-06,0.188500223,2.865856558,0.57,0.065774479,1.50164,1.7348,510,0.51,255.661,1.543,32131.34233,1.555922694,0.0002,292.5,84,Arboreal
Gray treefrog,HVI2,Imidacloprid,LCMS,1,Soil,5.66E-06,0.176685812,2.865856558,0.57,0.061652008,1.89679,2.1576,510,0.51,255.661,1.543,33529.59748,1.765353876,0.0002,292.5,84,Arboreal
Gray treefrog,HVI3,Imidacloprid,LCMS,1,Soil,5.66E-06,0.158445082,2.865856558,0.57,0.055287164,1.48929,1.6711,510,0.51,255.661,1.543,27372.60978,1.522583143,0.0002,292.5,84,Arboreal
Gray treefrog,HVI4,Imidacloprid,LCMS,1,Soil,5.66E-06,0.133043234,2.865856558,0.57,0.04642355,2.47287,2.6785,510,0.51,255.661,1.543,29041.65728,2.000837741,0.0002,292.5,84,Arboreal
Gray treefrog,HVI5,Imidacloprid,LCMS,1,Soil,5.66E-06,0.27666374,2.865856558,0.57,0.096537888,1.5308,1.7897,510,0.51,255.661,1.543,47215.81839,1.584245064,0.0002,292.5,84,Arboreal
Gray treefrog,HVP1,Pendimethalin,LCMS,1,Soil,1.99E-05,0.077086057,10.66105625,5.18,0.007230621,1.42942,2.0355,0.3,0.0003,281.31,1.17,3247.340045,1.706802128,4,243000,40,Arboreal
Gray treefrog,HVP2,Pendimethalin,LCMS,1,Soil,1.99E-05,0.04141364,10.66105625,5.18,0.003884572,1.72685,2.15809,0.3,0.0003,281.31,1.17,2037.437975,1.765585997,4,243000,40,Arboreal
Gray treefrog,HVP3,Pendimethalin,LCMS,1,Soil,1.99E-05,0.062623285,10.66105625,5.18,0.005874023,1.77209,2.8864,0.3,0.0003,281.31,1.17,2671.700972,2.089339561,4,243000,40,Arboreal
Gray treefrog,HVP4,Pendimethalin,LCMS,1,Soil,1.99E-05,0.018846949,10.66105625,5.18,0.001767831,1.59006,2.17502,0.3,0.0003,281.31,1.17,849.9159918,1.773592442,4,243000,40,Arboreal
Gray treefrog,HVP5,Pendimethalin,LCMS,1,Soil,1.99E-05,0.060285257,10.66105625,5.18,0.005654717,1.59253,2.1218,0.3,0.0003,281.31,1.17,2762.164386,1.748334303,4,243000,40,Arboreal
Gray treefrog,HVA1,Total Atrazine,LCMS,1,Soil,2.31E-05,8.381738534,16.63951616,2.5,0.503724895,1.56286,2.13844,30,0.03,215.68,1.187,322971.6155,1.756259992,0.04,122,80,Arboreal
Gray treefrog,HVA2,Total Atrazine,LCMS,1,Soil,2.31E-05,8.407586134,16.63951616,2.5,0.505278282,1.42737,1.792639,30,0.03,215.68,1.187,327696.5803,1.585750875,0.04,122,80,Arboreal
Gray treefrog,HVA3,Total Atrazine,LCMS,1,Soil,2.31E-05,10.43128937,16.63951616,2.5,0.626898599,2.21783,2.76186,30,0.03,215.68,1.187,491866.0641,2.036659213,0.04,122,80,Arboreal
Gray treefrog,HVA4,Total Atrazine,LCMS,1,Soil,2.31E-05,8.072348131,16.63951616,2.5,0.485131181,2.86963,3.6308,30,0.03,215.68,1.187,420359.4489,2.386184125,0.04,122,80,Arboreal
Gray treefrog,HVA5,Total Atrazine,LCMS,1,Soil,2.31E-05,6.806192479,16.63951616,2.5,0.409037884,1.1115,1.5443,30,0.03,215.68,1.187,225203.134,1.454582113,0.04,122,80,Arboreal
Gray treefrog,HVF1,Total Fipronil,LCMS,1,Soil,1.05E-06,0.895649989,3.309695933,4,0.27061398,2.29103,2.8305,3.78,0.00378,437.15,1.48,943629.1151,2.065814751,0.00037,825,125,Arboreal
Gray treefrog,HVF2,Total Fipronil,LCMS,1,Soil,1.05E-06,0.453031887,3.309695933,4,0.136880214,2.48463,2.78375,3.78,0.00378,437.15,1.48,522649.5649,2.045990007,0.00037,825,125,Arboreal
Gray treefrog,HVF3,Total Fipronil,LCMS,1,Soil,1.05E-06,0.627210223,3.309695933,4,0.189506902,1.73741,2.07613,3.78,0.00378,437.15,1.48,599633.7444,1.726445948,0.00037,825,125,Arboreal
Gray treefrog,HVF4,Total Fipronil,LCMS,1,Soil,1.05E-06,0.144678333,3.309695933,4,0.043713482,1.90828,2.32246,3.78,0.00378,437.15,1.48,142371.3363,1.842241823,0.00037,825,125,Arboreal
Gray treefrog,HVF5,Total Fipronil,LCMS,1,Soil,1.05E-06,0.173233731,3.309695933,4,0.052341283,2.34893,2.71625,3.78,0.00378,437.15,1.48,191643.9242,2.017116974,0.00037,825,125,Arboreal
Gray treefrog,HVT1,Total Triadimefon,LCMS,1,Soil,2.78E-06,0.45289549,5.80984816,3.11,0.077953068,2.49658,3.08904,260,0.26,291.73,1.22,187495.7146,2.173053557,0.02,520,26,Arboreal
Gray treefrog,HVT2,Total Triadimefon,LCMS,1,Soil,2.78E-06,0.841704915,5.80984816,3.11,0.144875544,2.51534,3.08517,260,0.26,291.73,1.22,351333.5706,2.171476849,0.02,520,26,Arboreal
Gray treefrog,HVT3,Total Triadimefon,LCMS,1,Soil,2.78E-06,0.590151651,5.80984816,3.11,0.10157781,1.1547,1.63219,260,0.26,291.73,1.22,163491.1456,1.501954746,0.02,520,26,Arboreal
Gray treefrog,HVT4,Total Triadimefon,LCMS,1,Soil,2.78E-06,0.691676628,5.80984816,3.11,0.119052445,1.20172,1.53427,260,0.26,291.73,1.22,206692.6053,1.449104627,0.02,520,26,Arboreal
