time,parent,analyte,matrix,species,conc,ID,weight
2,metol,mesa,soil,BA,1.16E-06,BAM2-4,4.2573
2,metol,mesa,soil,BA,2.11E-06,BAM2-5,4.8019
4,metol,mesa,soil,BA,5.95E-07,BAM4-1,3.45
4,metol,mesa,soil,BA,8.73E-07,BAM4-2,4.2934
4,metol,mesa,soil,BA,1.62E-06,BAM4-3,4.6198
4,metol,mesa,soil,BA,5.40E-07,BAM4-4,4.2379
4,metol,mesa,soil,BA,0,BAM4-5,3.7306
6,metol,mesa,soil,BA,9.27E-07,BAM6-1,3.8621
6,metol,mesa,soil,BA,2.11E-06,BAM6-2,3.7769
6,metol,mesa,soil,BA,3.05E-07,BAM6-3,4.0171
6,metol,mesa,soil,BA,0,BAM6-4,2.7931
6,metol,mesa,soil,BA,1.87E-06,BAM6-5,3.3975
8,metol,mesa,soil,BA,0,BAM8-1,4.0929
8,metol,mesa,soil,BA,8.14E-07,BAM8-2,4.0788
8,metol,mesa,soil,BA,3.28E-06,BAM8-3,3.7967
8,metol,mesa,soil,BA,9.20E-06,BAM8-4,3.5545
8,metol,mesa,soil,BA,0,BAM8-5,3.0085
10,metol,mesa,soil,BA,0,BAM10-1,3.5106
10,metol,mesa,soil,BA,4.02E-07,BAM10-2,3.7896
10,metol,mesa,soil,BA,1.13E-05,BAM10-3,3.7379
10,metol,mesa,soil,BA,1.73E-06,BAM10-4,4.2433
10,metol,mesa,soil,BA,8.62E-07,BAM10-5,3.6474
0,metol,moxa,soil,BA,5.50E-05,BAM0-1,3.7271
0,metol,moxa,soil,BA,4.36E-05,BAM0-2,3.7838
0,metol,moxa,soil,BA,3.72E-05,BAM0-3,3.6278
0,metol,moxa,soil,BA,2.32E-05,BAM0-4,3.8578
0,metol,moxa,soil,BA,7.52E-05,BAM0-5,3.0515
2,metol,moxa,soil,BA,1.03E-05,BAM2-1,3.6949
2,metol,moxa,soil,BA,4.07E-05,BAM2-2,4.8362
2,metol,moxa,soil,BA,3.34E-05,BAM2-3,4.6374
2,metol,moxa,soil,BA,1.79E-05,BAM2-4,4.2573
2,metol,moxa,soil,BA,1.68E-05,BAM2-5,4.8019
4,metol,moxa,soil,BA,2.84E-05,BAM4-1,3.45
4,metol,moxa,soil,BA,2.14E-05,BAM4-2,4.2934
4,metol,moxa,soil,BA,1.16E-05,BAM4-3,4.6198
4,metol,moxa,soil,BA,2.42E-05,BAM4-4,4.2379
4,metol,moxa,soil,BA,1.04E-05,BAM4-5,3.7306
6,metol,moxa,soil,BA,3.17E-05,BAM6-1,3.8621
6,metol,moxa,soil,BA,4.25E-05,BAM6-2,3.7769
6,metol,moxa,soil,BA,1.91E-05,BAM6-3,4.0171
6,metol,moxa,soil,BA,1.89E-05,BAM6-4,2.7931
6,metol,moxa,soil,BA,5.25E-05,BAM6-5,3.3975
8,metol,moxa,soil,BA,1.28E-05,BAM8-1,4.0929
8,metol,moxa,soil,BA,1.38E-05,BAM8-2,4.0788
8,metol,moxa,soil,BA,1.16E-05,BAM8-3,3.7967
8,metol,moxa,soil,BA,2.73E-05,BAM8-4,3.5545
8,metol,moxa,soil,BA,3.12E-05,BAM8-5,3.0085
10,metol,moxa,soil,BA,3.52E-05,BAM10-1,3.5106
10,metol,moxa,soil,BA,3.36E-05,BAM10-2,3.7896
10,metol,moxa,soil,BA,1.12E-05,BAM10-3,3.7379
10,metol,moxa,soil,BA,1.86E-05,BAM10-4,4.2433
10,metol,moxa,soil,BA,2.16E-05,BAM10-5,3.6474
0,tdn,tdn,amphib,BA,0.705452479,BAT0-1,0.8584
0,tdn,tdn,amphib,BA,0.234413969,BAT0-2,0.8488
0,tdn,tdn,amphib,BA,0.579612536,BAT0-3,0.9955
0,tdn,tdn,amphib,BA,0.355740799,BAT0-4,1.0281
0,tdn,tdn,amphib,BA,0.656741344,BAT0-5,1.1097
2,tdn,tdn,amphib,BA,0.67893805,BAT2-1,1.2155
2,tdn,tdn,amphib,BA,1.101694818,BAT2-2,0.8175
2,tdn,tdn,amphib,BA,0.471731541,BAT2-3,0.851
2,tdn,tdn,amphib,BA,0.355762936,BAT2-4,1.0826
2,tdn,tdn,amphib,BA,0.356340814,BAT2-5,0.8654
4,tdn,tdn,amphib,BA,1.070383806,BAT4-1,1.0271
4,tdn,tdn,amphib,BA,0.681923819,BAT4-2,0.8715
4,tdn,tdn,amphib,BA,1.020881176,BAT4-3,1.2942
4,tdn,tdn,amphib,BA,0.509585728,BAT4-4,1.1198
4,tdn,tdn,amphib,BA,3.217423384,BAT4-5,1.1049
6,tdn,tdn,amphib,BA,0.286638101,BAT6-1,0.7637
6,tdn,tdn,amphib,BA,0.294702812,BAT6-2,1.0612
6,tdn,tdn,amphib,BA,0.386336954,BAT6-3,0.8935
6,tdn,tdn,amphib,BA,0.440267136,BAT6-4,1.2336
6,tdn,tdn,amphib,BA,0.569826956,BAT6-5,1.2775
8,tdn,tdn,amphib,BA,0.556191253,BAT8-1,0.8524
8,tdn,tdn,amphib,BA,0.432994464,BAT8-2,0.9142
8,tdn,tdn,amphib,BA,0.676020901,BAT8-3,1.1256
8,tdn,tdn,amphib,BA,0.75550304,BAT8-4,1.0474
8,tdn,tdn,amphib,BA,0.264939632,BAT8-5,0.8709
10,tdn,tdn,amphib,BA,0.761585411,BAT10-1,1.0839
10,tdn,tdn,amphib,BA,0.227798267,BAT10-2,1.007
10,tdn,tdn,amphib,BA,0.722003836,BAT10-3,1.2054
10,tdn,tdn,amphib,BA,0.693917992,BAT10-4,0.9862
10,tdn,tdn,amphib,BA,0.514549742,BAT10-5,0.9313
0,tdn,tdla,amphib,BA,0.148652688,BAT0-1,0.8584
0,tdn,tdla,amphib,BA,0.075980196,BAT0-2,0.8488
0,tdn,tdla,amphib,BA,0.207138928,BAT0-3,0.9955
0,tdn,tdla,amphib,BA,0.102656067,BAT0-4,1.0281
0,tdn,tdla,amphib,BA,0.161746131,BAT0-5,1.1097
2,tdn,tdla,amphib,BA,0.250117077,BAT2-1,1.2155
2,tdn,tdla,amphib,BA,0.141245592,BAT2-2,0.8175
2,tdn,tdla,amphib,BA,0.13995313,BAT2-3,0.851
2,tdn,tdla,amphib,BA,0.081988325,BAT2-4,1.0826
2,tdn,tdla,amphib,BA,0.065757171,BAT2-5,0.8654
4,tdn,tdla,amphib,BA,0.239606332,BAT4-1,1.0271
4,tdn,tdla,amphib,BA,0.1972196,BAT4-2,0.8715
4,tdn,tdla,amphib,BA,0.306168799,BAT4-3,1.2942
4,tdn,tdla,amphib,BA,0.132702311,BAT4-4,1.1198
4,tdn,tdla,amphib,BA,0.216645233,BAT4-5,1.1049
6,tdn,tdla,amphib,BA,0.10215247,BAT6-1,0.7637
6,tdn,tdla,amphib,BA,0.09504755,BAT6-2,1.0612
6,tdn,tdla,amphib,BA,0.060027974,BAT6-3,0.8935
6,tdn,tdla,amphib,BA,0.089105187,BAT6-4,1.2336
6,tdn,tdla,amphib,BA,0.076197237,BAT6-5,1.2775
8,tdn,tdla,amphib,BA,0.148795645,BAT8-1,0.8524
8,tdn,tdla,amphib,BA,0.064613481,BAT8-2,0.9142
8,tdn,tdla,amphib,BA,0.113116219,BAT8-3,1.1256
8,tdn,tdla,amphib,BA,0.214836906,BAT8-4,1.0474
8,tdn,tdla,amphib,BA,0.066972058,BAT8-5,0.8709
10,tdn,tdla,amphib,BA,0.12539732,BAT10-1,1.0839
10,tdn,tdla,amphib,BA,0.083986634,BAT10-2,1.007
10,tdn,tdla,amphib,BA,0.198515407,BAT10-3,1.2054
10,tdn,tdla,amphib,BA,0.124024639,BAT10-4,0.9862
10,tdn,tdla,amphib,BA,0.13424071,BAT10-5,0.9313
0,tdn,tdlb,amphib,BA,0.106950637,BAT0-1,0.8584
0,tdn,tdlb,amphib,BA,0.035705406,BAT0-2,0.8488
0,tdn,tdlb,amphib,BA,0.128540584,BAT0-3,0.9955
0,tdn,tdlb,amphib,BA,0.063149585,BAT0-4,1.0281
0,tdn,tdlb,amphib,BA,0.100533918,BAT0-5,1.1097
2,tdn,tdlb,amphib,BA,0.236954634,BAT2-1,1.2155
2,tdn,tdlb,amphib,BA,0.108795697,BAT2-2,0.8175
2,tdn,tdlb,amphib,BA,0.112258946,BAT2-3,0.851
2,tdn,tdlb,amphib,BA,0.052606163,BAT2-4,1.0826
2,tdn,tdlb,amphib,BA,0.035866287,BAT2-5,0.8654
4,tdn,tdlb,amphib,BA,0.184921802,BAT4-1,1.0271
4,tdn,tdlb,amphib,BA,0.133233739,BAT4-2,0.8715
4,tdn,tdlb,amphib,BA,0.223084297,BAT4-3,1.2942
4,tdn,tdlb,amphib,BA,0.104395709,BAT4-4,1.1198
4,tdn,tdlb,amphib,BA,0.147898828,BAT4-5,1.1049
6,tdn,tdlb,amphib,BA,0.085736292,BAT6-1,0.7637
6,tdn,tdlb,amphib,BA,0.061880232,BAT6-2,1.0612
6,tdn,tdlb,amphib,BA,0.022119799,BAT6-3,0.8935
6,tdn,tdlb,amphib,BA,0.081173358,BAT6-4,1.2336
6,tdn,tdlb,amphib,BA,0.061889195,BAT6-5,1.2775
8,tdn,tdlb,amphib,BA,0.077483346,BAT8-1,0.8524
8,tdn,tdlb,amphib,BA,0.024276743,BAT8-2,0.9142
8,tdn,tdlb,amphib,BA,0.070806487,BAT8-3,1.1256
8,tdn,tdlb,amphib,BA,0.177877827,BAT8-4,1.0474
8,tdn,tdlb,amphib,BA,0.033870654,BAT8-5,0.8709
10,tdn,tdlb,amphib,BA,0.101421807,BAT10-1,1.0839
10,tdn,tdlb,amphib,BA,0.047615173,BAT10-2,1.007
10,tdn,tdlb,amphib,BA,0.167934972,BAT10-3,1.2054
10,tdn,tdlb,amphib,BA,0.083532969,BAT10-4,0.9862
10,tdn,tdlb,amphib,BA,0.104291534,BAT10-5,0.9313
0,tdn,tdn,soil,BA,4.623967642,BAT0-1,4.6276
0,tdn,tdn,soil,BA,4.576445003,BAT0-2,3.6573
0,tdn,tdn,soil,BA,4.945654456,BAT0-3,5.0974
0,tdn,tdn,soil,BA,2.883188373,BAT0-4,5.1587
0,tdn,tdn,soil,BA,3.813555416,BAT0-5,4.9401
2,tdn,tdn,soil,BA,4.002153511,BAT2-1,4.3541
2,tdn,tdn,soil,BA,4.565613817,BAT2-2,4.1025
2,tdn,tdn,soil,BA,3.940878794,BAT2-3,3.3384
2,tdn,tdn,soil,BA,3.048173056,BAT2-4,4.9186
2,tdn,tdn,soil,BA,2.12684801,BAT2-5,4.6002
4,tdn,tdn,soil,BA,6.019197262,BAT4-1,4.9373
4,tdn,tdn,soil,BA,3.720045765,BAT4-2,3.8796
4,tdn,tdn,soil,BA,3.940413307,BAT4-3,4.2275
4,tdn,tdn,soil,BA,5.296550596,BAT4-4,3.8029
4,tdn,tdn,soil,BA,6.945352858,BAT4-5,3.5011
6,tdn,tdn,soil,BA,3.602278375,BAT6-1,4.0967
6,tdn,tdn,soil,BA,3.750249506,BAT6-2,4.663
6,tdn,tdn,soil,BA,6.322726358,BAT6-3,4.8549
6,tdn,tdn,soil,BA,4.897593016,BAT6-4,3.2917
6,tdn,tdn,soil,BA,4.591640691,BAT6-5,4.0753
8,tdn,tdn,soil,BA,5.459072604,BAT8-1,4.434
8,tdn,tdn,soil,BA,4.507937226,BAT8-2,4.2325
8,tdn,tdn,soil,BA,5.011321534,BAT8-3,4.2616
8,tdn,tdn,soil,BA,3.31837221,BAT8-4,5.9419
8,tdn,tdn,soil,BA,5.387182037,BAT8-5,4.7552
10,tdn,tdn,soil,BA,4.821906293,BAT10-1,4.3292
10,tdn,tdn,soil,BA,3.750142848,BAT10-2,3.6545
10,tdn,tdn,soil,BA,3.640657566,BAT10-3,4.2775
10,tdn,tdn,soil,BA,3.0485444,BAT10-4,2.6389
10,tdn,tdn,soil,BA,3.77031985,BAT10-5,4.7733
0,tdn,tdla,soil,BA,0.026368821,BAT0-1,4.6276
0,tdn,tdla,soil,BA,0.022151675,BAT0-2,3.6573
0,tdn,tdla,soil,BA,0.012864544,BAT0-3,5.0974
0,tdn,tdla,soil,BA,0.020264758,BAT0-4,5.1587
0,tdn,tdla,soil,BA,0.02202827,BAT0-5,4.9401
2,tdn,tdla,soil,BA,0.030903201,BAT2-1,4.3541
2,tdn,tdla,soil,BA,0.02120876,BAT2-2,4.1025
2,tdn,tdla,soil,BA,0.02847303,BAT2-3,3.3384
2,tdn,tdla,soil,BA,0.014166198,BAT2-4,4.9186
2,tdn,tdla,soil,BA,0.020179693,BAT2-5,4.6002
4,tdn,tdla,soil,BA,0.027962106,BAT4-1,4.9373
4,tdn,tdla,soil,BA,0.023579696,BAT4-2,3.8796
4,tdn,tdla,soil,BA,0.022956506,BAT4-3,4.2275
4,tdn,tdla,soil,BA,0.025930024,BAT4-4,3.8029
4,tdn,tdla,soil,BA,0.020778298,BAT4-5,3.5011
6,tdn,tdla,soil,BA,0.024394488,BAT6-1,4.0967
6,tdn,tdla,soil,BA,0.019495126,BAT6-2,4.663
6,tdn,tdla,soil,BA,0.014436236,BAT6-3,4.8549
6,tdn,tdla,soil,BA,0.013192538,BAT6-4,3.2917
6,tdn,tdla,soil,BA,0.017199661,BAT6-5,4.0753
8,tdn,tdla,soil,BA,0.012759058,BAT8-1,4.434
8,tdn,tdla,soil,BA,0.02249402,BAT8-2,4.2325
8,tdn,tdla,soil,BA,0.018225424,BAT8-3,4.2616
8,tdn,tdla,soil,BA,0.014066677,BAT8-4,5.9419
8,tdn,tdla,soil,BA,0.00820022,BAT8-5,4.7552
10,tdn,tdla,soil,BA,0.020068948,BAT10-1,4.3292
10,tdn,tdla,soil,BA,0.024129838,BAT10-2,3.6545
10,tdn,tdla,soil,BA,0.018718821,BAT10-3,4.2775
10,tdn,tdla,soil,BA,0.020123166,BAT10-4,2.6389
10,tdn,tdla,soil,BA,0.013655134,BAT10-5,4.7733
0,tdn,tdlb,soil,BA,0.027285325,BAT0-1,4.6276
0,tdn,tdlb,soil,BA,0.026915678,BAT0-2,3.6573
0,tdn,tdlb,soil,BA,0.013887524,BAT0-3,5.0974
0,tdn,tdlb,soil,BA,0.029278646,BAT0-4,5.1587
0,tdn,tdlb,soil,BA,0.028446898,BAT0-5,4.9401
2,tdn,tdlb,soil,BA,0.046683854,BAT2-1,4.3541
2,tdn,tdlb,soil,BA,0.028327976,BAT2-2,4.1025
2,tdn,tdlb,soil,BA,0.039089768,BAT2-3,3.3384
2,tdn,tdlb,soil,BA,0.017791712,BAT2-4,4.9186
2,tdn,tdlb,soil,BA,0.023431226,BAT2-5,4.6002
4,tdn,tdlb,soil,BA,0.035836435,BAT4-1,4.9373
4,tdn,tdlb,soil,BA,0.027179885,BAT4-2,3.8796
4,tdn,tdlb,soil,BA,0.029740335,BAT4-3,4.2275
4,tdn,tdlb,soil,BA,0.02897128,BAT4-4,3.8029
4,tdn,tdlb,soil,BA,0.023043305,BAT4-5,3.5011
6,tdn,tdlb,soil,BA,0.034729269,BAT6-1,4.0967
6,tdn,tdlb,soil,BA,0.02756399,BAT6-2,4.663
6,tdn,tdlb,soil,BA,0.018302371,BAT6-3,4.8549
6,tdn,tdlb,soil,BA,0.008540069,BAT6-4,3.2917
6,tdn,tdlb,soil,BA,0.016207843,BAT6-5,4.0753
8,tdn,tdlb,soil,BA,0.007367332,BAT8-1,4.434
8,tdn,tdlb,soil,BA,0.025528471,BAT8-2,4.2325
8,tdn,tdlb,soil,BA,0.018258126,BAT8-3,4.2616
8,tdn,tdlb,soil,BA,0.019769079,BAT8-4,5.9419
8,tdn,tdlb,soil,BA,0.006800223,BAT8-5,4.7552
10,tdn,tdlb,soil,BA,0.027177933,BAT10-1,4.3292
10,tdn,tdlb,soil,BA,0.025174949,BAT10-2,3.6545
10,tdn,tdlb,soil,BA,0.021523508,BAT10-3,4.2775
10,tdn,tdlb,soil,BA,0.017572549,BAT10-4,2.6389
10,tdn,tdlb,soil,BA,0.010874743,BAT10-5,4.7733
