"","X","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","soil_conc_ugg","soil_type","species","tissue_conc_ugg","tim_direct_avian_1hr_perez","tim_direct_avian_1hr_perez_ratios","tim_direct_avian_1hr","tim_direct_avian_1hr_ratios","tim_direct_amphib_1hr"
"128",338,5.76e-06,"Soil",1.41647,"Imidacloprid",8,0,2.032637766,"PLE","Green treefrog",0.12428756,160.925346477382,1294.78241006085,25.6472278408236,206.353941141202,11.2527009342305
"129",339,5.76e-06,"Soil",1.30898,"Imidacloprid",8,0,2.032637766,"PLE","Green treefrog",0.154999982,166.624726652592,1074.99836130685,26.3301780013789,169.872135865015,11.6328542395487
"130",340,5.76e-06,"Soil",1.2973,"Imidacloprid",8,0,2.032637766,"PLE","Green treefrog",0.103564099,167.284646687247,1615.27641627286,26.4088827581371,255.00036222144,11.6768329717136
"131",341,1.99e-05,"Soil",2.18431,"Pendimethalin",8,0,12.43513533,"PLE","Green treefrog",0.106088831,459.303659795788,4329.42521344012,76.7063693854428,723.039067000774,32.396222094249
"132",342,1.99e-05,"Soil",1.10908,"Pendimethalin",8,0,12.43513533,"PLE","Green treefrog",0.264552068,619.311113506761,2340.98005050091,96.1281188913355,363.361812357239,43.0939503691951
"133",343,1.99e-05,"Soil",2.55184,"Pendimethalin",8,0,12.43513533,"PLE","Green treefrog",0.285295401,428.859597297246,1503.2124450448,72.8351275309481,255.297236743568,30.3431300494269
"134",344,1.99e-05,"Soil",2.44681,"Pendimethalin",8,0,12.43513533,"PLE","Green treefrog",0.087572337,436.882644096938,4988.82020354142,73.8616828948263,843.436242826617,30.8848127848001
"135",345,1.99e-05,"Soil",2.26759,"Pendimethalin",8,0,12.43513533,"PLE","Green treefrog",0.083610081,451.786804004666,5403.49678652585,75.7565330477888,906.069365580316,31.889889071942
"136",346,2.3e-05,"Soil",1.31617,"Total Atrazine",8,0,17.60923519,"PLE","Green treefrog",3.727357846,663.736458753855,178.071568702785,104.94625574473,28.1556695334076,46.3436344487951
"137",347,2.3e-05,"Soil",1.8349,"Total Atrazine",8,0,17.60923519,"PLE","Green treefrog",3.065833762,573.269969058728,186.986644926486,93.953921347726,30.6454715556512,40.2939289141764
"138",348,2.3e-05,"Soil",2.11135,"Total Atrazine",8,0,17.60923519,"PLE","Green treefrog",5.406937125,538.866515403012,99.6620642972637,89.6642423076145,16.5831856806758,37.9822404413304
"139",349,2.3e-05,"Soil",1.88638,"Total Atrazine",8,0,17.60923519,"PLE","Green treefrog",3.651702998,566.317250221908,155.083053176032,93.0922060982059,25.4928196923987,39.8272711169153
"140",350,2.3e-05,"Soil",0.73631,"Total Atrazine",8,0,17.60923519,"PLE","Green treefrog",2.867269263,857.508615685384,299.068045945632,127.340522542838,44.4117768031325,59.1817608135582
"141",351,1.06e-06,"Soil",1.69128,"Total Fipronil",8,0,2.804569298,"PLE","Green treefrog",0.197411795,27.3871757214451,138.731202567937,4.44918130509556,22.5375657269899,1.92185109185163
"142",352,1.06e-06,"Soil",2.0466,"Total Fipronil",8,0,2.804569298,"PLE","Green treefrog",0.111496024,25.1782041152507,225.821542436802,4.17543657053079,37.4491970272481,1.77359144622566
"143",353,1.06e-06,"Soil",2.34143,"Total Fipronil",8,0,2.804569298,"PLE","Green treefrog",0.061188744,23.7273419889973,387.772986302796,3.99244219750728,65.2479841309912,1.67589532583339
"144",354,1.06e-06,"Soil",1.05281,"Total Fipronil",8,0,2.804569298,"PLE","Green treefrog",0.427601059,33.7546756379642,78.9396446232006,5.20994716589126,12.1841306428833,2.34633011761507
"145",355,1.06e-06,"Soil",1.01293,"Total Fipronil",8,0,2.804569298,"PLE","Green treefrog",0.261173889,34.3344234725582,131.461929843064,5.27737454717764,20.2063635357424,2.38478660798017
"146",356,2.71e-06,"Soil",1.26341,"Total Triadimefon",8,0,5.245912662,"PLE","Green treefrog",0.273380103,79.6292590299129,291.276717493639,12.5350202522318,45.8519845251205,5.55535398113867
"147",357,2.71e-06,"Soil",1.56597,"Total Triadimefon",8,0,5.245912662,"PLE","Green treefrog",0.393093957,72.4359598235612,184.271364475749,11.6701492533498,29.6879385844892,5.07525729528225
"148",358,2.71e-06,"Soil",1.34966,"Total Triadimefon",8,0,5.245912662,"PLE","Green treefrog",0.151943337,77.3436680995123,509.029679264661,12.2623745598981,80.7036017637159,5.40303062043177
"149",359,2.71e-06,"Soil",1.4684,"Total Triadimefon",8,0,5.245912662,"PLE","Green treefrog",0.495725615,74.5204288515122,150.325959758025,11.9228510398857,24.0513112074827,5.21459290301004
"150",360,2.71e-06,"Soil",2.15294,"Total Triadimefon",8,0,5.245912662,"PLE","Green treefrog",0.557152367,62.9486811549751,112.982883827495,10.4963828654427,18.8393399851476,4.43869649563561
"151",391,2e-05,"Soil",1.2242,"Pendimethalin",8,0,17.57581532,"PLE","Leopard frog",0.131424428,595.897444006371,4534.14523520978,93.4856945726706,711.326623180514,41.5467203060042
"152",392,2e-05,"Soil",2.64224,"Pendimethalin",8,0,17.57581532,"PLE","Leopard frog",0.41907742,424.448156936001,1012.81561993009,72.3574472126518,172.658902053591,30.0519234262507
"153",393,2e-05,"Soil",2.90779,"Pendimethalin",8,0,17.57581532,"PLE","Leopard frog",0.092921182,406.895718426294,4378.93394884165,70.0863604910413,754.25601550184,28.8644015062937
"154",394,2e-05,"Soil",1.8955,"Pendimethalin",8,0,17.57581532,"PLE","Leopard frog",0.522692823,491.403481676261,940.138184518866,80.819838513585,154.622055167543,34.5621603836382
"155",395,2.31e-05,"Soil",1.74298,"Total Atrazine",8,0,21.53033266,"PLE","Leopard frog",3.440459903,588.960887053781,171.186673775858,95.9912426321405,27.9007008767748,41.3542813863907
"156",396,2.28e-05,"Soil",3.042,"Total Atrazine",8,0,21.53033266,"PLE","Leopard frog",6.098643762,454.722097892122,74.5611837053751,78.7069049233121,12.9056406628842,32.2862362476502
"157",397,2.28e-05,"Soil",2.243,"Total Atrazine",8,0,21.53033266,"PLE","Leopard frog",4.385147102,520.120009412037,118.609478157487,87.1121441057165,19.8652729496773,36.7052615794835
"158",398,2.28e-05,"Soil",2.0197,"Total Atrazine",8,0,21.53033266,"PLE","Leopard frog",5.751047214,544.738115061164,94.719812721253,90.2078485662047,15.6854647874579,38.3620385325679
"159",399,1.12e-06,"Soil",3.07228,"Total Fipronil",8,0,3.156807044,"PLE","Leopard frog",0.474578788,22.2398696275865,46.8623339052113,3.85357293139829,8.11998561427125,1.57939089168526
"160",400,1.12e-06,"Soil",1.6105,"Total Fipronil",8,0,3.156807044,"PLE","Leopard frog",0.608410201,29.5687363902051,48.6000010216874,4.77826359585483,7.85368750885692,2.07290861411219
"161",401,1.12e-06,"Soil",1.29821,"Total Fipronil",8,0,3.156807044,"PLE","Leopard frog",0.37917811,32.5175131124501,85.7578859508797,5.13386162295203,13.5394462063014,2.26982512647981
"162",402,1.12e-06,"Soil",1.4102,"Total Fipronil",8,0,3.156807044,"PLE","Leopard frog",0.496870531,31.3523178804501,63.0995720703149,4.99433362846534,10.0515794696332,2.19211555715283
"163",403,2.81e-06,"Soil",2.11943,"Total Triadimefon",8,0,6.669240533,"PLE","Leopard frog",0.1766496,65.7246271647245,372.062134104603,10.9407065970656,61.9345110153976,4.6329828110697
"164",404,2.81e-06,"Soil",3.13315,"Total Triadimefon",8,0,6.669240533,"PLE","Leopard frog",0.179231247,55.3175631987283,308.637941902666,9.6053808435853,53.5921107751111,3.92998452841395
"165",405,2.81e-06,"Soil",3.32121,"Total Triadimefon",8,0,6.669240533,"PLE","Leopard frog",0.052193986,53.9136903196976,1032.94832319757,9.42073188828802,180.494585876005,3.83471562157234
"166",406,2.81e-06,"Soil",1.44049,"Total Triadimefon",8,0,6.669240533,"PLE","Leopard frog",0.070844227,77.9269583294617,1099.97612549942,12.4420634498409,175.625650483008,5.45087353587149
"167",425,2.02e-05,"Soil",2.58239,"Pendimethalin",8,0,32.37428285,"PLE","Mole salamander",4.801958486,433.046134421478,90.1811491465438,73.6407332134834,15.3355622353215,30.6466338086256
"168",426,2.02e-05,"Soil",1.87511,"Pendimethalin",8,0,32.37428285,"PLE","Mole salamander",1.295372009,498.690387560179,384.978511265777,81.9225507446941,63.2424895516591,35.0670884127264
"169",427,2.02e-05,"Soil",2.07789,"Pendimethalin",8,0,32.37428285,"PLE","Mole salamander",2.957076964,476.611204646372,161.176462584074,79.1686179722103,26.7725929815232,33.583416471229
"170",428,2.02e-05,"Soil",3.99315,"Pendimethalin",8,0,32.37428285,"PLE","Mole salamander",1.851006799,357.318583307787,193.040124704473,63.6917630623537,34.4092539783014,25.5088037224606
"171",429,2.02e-05,"Soil",2.0028,"Pendimethalin",8,0,32.37428285,"PLE","Mole salamander",3.236333259,484.410579842289,149.678831280796,80.1449308888074,24.7641155823277,34.1078659694965
"172",430,2.3e-05,"Soil",2.93262,"Total Atrazine",8,0,52.67554477,"PLE","Mole salamander",6.823400408,466.17873183054,68.3205885564,80.3714237192842,11.7787934041001,33.0754489764065
"173",431,2.3e-05,"Soil",3.53977,"Total Atrazine",8,0,52.67554477,"PLE","Mole salamander",5.611314977,429.056282834913,76.4626980651693,75.4899522426486,13.4531660675031,30.556382863322
"174",432,2.3e-05,"Soil",1.14,"Total Atrazine",8,0,52.67554477,"PLE","Mole salamander",5.443528911,707.159240921436,129.908236455297,110.090165564432,20.2240435137522,49.2338155407841
"175",433,2.32e-05,"Soil",2.9446,"Total Atrazine",8,0,81.7111506,"PLE","Mole salamander",2.748808693,469.387810837348,170.760450529959,80.9603223627684,29.452876283802,33.3058490900903
"176",434,2.32e-05,"Soil",2.59184,"Total Atrazine",8,0,81.7111506,"PLE","Mole salamander",2.620759616,496.559389393515,189.471551057934,84.4746619704872,32.2328921182854,35.1440281645835
"177",435,1.05e-06,"Soil",2.0321,"Total Fipronil",8,0,4.53176306,"PLE","Mole salamander",0.49304269,25.0189998783861,50.7440844085654,4.14585007838541,8.40870407871863,1.76212625771668
"178",436,1.05e-06,"Soil",1.57444,"Total Fipronil",8,0,4.53176306,"PLE","Mole salamander",1.117034512,27.9989088560219,25.0653928372285,4.51352972706009,4.04063587881346,1.96196748325449
"179",437,1.05e-06,"Soil",2.34673,"Total Fipronil",8,0,4.53176306,"PLE","Mole salamander",1.105844253,23.4800752922651,21.232714488109,3.95180114464379,3.57356032182933,1.65850552991845
"180",438,1.05e-06,"Soil",2.788,"Total Fipronil",8,0,4.53176306,"PLE","Mole salamander",0.472718534,21.7620403964764,46.0359364637825,3.73144299385881,7.89358302134777,1.5424590526533
"181",439,1.05e-06,"Soil",1.75764,"Total Fipronil",8,0,4.53176306,"PLE","Mole salamander",0.466888045,26.6722482937881,57.1277174034046,4.35108570170643,9.31933414938142,1.87312344665045
"182",440,2.87e-06,"Soil",2.42958,"Total Triadimefon",8,0,6.136541259,"PLE","Mole salamander",1.119874054,63.204363222476,56.4388138083213,10.6775105739745,9.53456376262694,4.46751336584102
"183",441,2.87e-06,"Soil",2.33583,"Total Triadimefon",8,0,6.136541259,"PLE","Mole salamander",0.506757885,64.3107741990145,126.906311875176,10.8183485803715,21.3481603357222,4.54214232756565
"184",442,2.87e-06,"Soil",1.92159,"Total Triadimefon",8,0,6.136541259,"PLE","Mole salamander",0.23751407,70.0925627640055,295.109097174772,11.5449718411347,48.6075281398473,4.93120809532813
"185",443,2.87e-06,"Soil",2.46557,"Total Triadimefon",8,0,6.136541259,"PLE","Mole salamander",0.499320716,62.7958257180111,125.762508355474,10.6253544811213,21.2796187713575,4.43994201578635
"186",444,2.87e-06,"Soil",2.68042,"Total Triadimefon",8,0,6.136541259,"PLE","Mole salamander",0.322065257,60.5241730555037,187.925185160546,10.3338071413153,32.0860661518524,4.2864829200123
"187",455,5.65e-06,"Soil",0.95183,"Imidacloprid",8,0,2.024466739,"PLE","Narrowmouth toad",0.294998693,188.099734136354,637.629042432247,28.7182634782746,97.3504770011799,13.0487089904637
"188",456,5.65e-06,"Soil",0.92942,"Imidacloprid",8,0,2.024466739,"PLE","Narrowmouth toad",0.395986198,190.086543729092,480.033255424452,28.9470193599341,73.1010815683381,13.1802543304359
"189",457,5.65e-06,"Soil",0.9349,"Imidacloprid",8,0,2.024466739,"PLE","Narrowmouth toad",0.214460025,189.59436996107,884.054592276907,28.8904065903255,134.712315688322,13.1476736682868
"190",458,5.65e-06,"Soil",0.85968,"Imidacloprid",8,0,2.024466739,"PLE","Narrowmouth toad",0.319810784,196.738942725497,615.172947781201,29.7087439006621,92.8947533572292,13.6202552278927
"191",459,5.65e-06,"Soil",1.24292,"Imidacloprid",8,0,2.024466739,"PLE","Narrowmouth toad",0.49063891,167.218156573561,340.817153237114,26.276582117049,53.5558464310322,11.6621996269952
"192",460,2.72e-06,"Soil",1.09861,"Total Triadimefon",8,0,6.241574746,"PLE","Narrowmouth toad",0.479349927,85.0043838654189,177.332631293837,13.1806857836454,27.4970017543059,5.91379643290727
"193",461,2.72e-06,"Soil",0.8174,"Total Triadimefon",8,0,6.241574746,"PLE","Narrowmouth toad",0.318840389,96.8433167698246,303.736038817292,14.5444792184648,45.6168030157082,6.69771284705806
"194",462,2.72e-06,"Soil",0.81689,"Total Triadimefon",8,0,6.241574746,"PLE","Narrowmouth toad",0.459769244,96.8699754764791,210.692595776326,14.5475023608534,31.6408775721704,6.69947294461612
"195",463,2.72e-06,"Soil",0.79306,"Total Triadimefon",8,0,6.241574746,"PLE","Narrowmouth toad",0.447331937,98.143007472633,219.396379634376,14.6916304328841,32.8427935000852,6.78349734552719
"196",464,2.72e-06,"Soil",0.79105,"Total Triadimefon",8,0,6.241574746,"PLE","Narrowmouth toad",0.379035618,98.2529034866028,259.218128378117,14.7040509218586,38.7933223781058,6.79074852610864
"197",1,2.29e-05,"Indirect",13.1831,"ATZTOT",8,0,22.87721442,"PLE","American toad",0.337135483,239.217071123794,709.557679883236,48.5109348232892,143.891513262308,17.4904384252665
"198",2,2.29e-05,"Indirect",15.8694,"ATZTOT",8,0,39.57404439,"PLE","American toad",1.227227091,220.431026534873,179.617145148952,45.6056697321729,37.1615571939594,16.1767811265255
"199",3,2.29e-05,"Indirect",8.3884,"ATZTOT",8,0,19.10798205,"PLE","American toad",0.700940082,291.996341236883,416.578176559295,56.3923685472181,80.4524808829781,21.1572475984863
"200",4,2.29e-05,"Indirect",14.5384,"ATZTOT",8,0,16.62668626,"PLE","American toad",0.367019464,229.113183659658,624.253496429438,46.955606488048,127.93764662042,16.7845069644444
"201",5,2.29e-05,"Indirect",16.4296,"ATZTOT",8,0,28.51661365,"PLE","American toad",0.35231843,217.084294303971,616.159348530166,45.0818468153191,127.957674014723,15.9422318226607
"202",6,2.29e-05,"Indirect",16.59,"ATZTOT",8,0,33.99919952,"PLE","American toad",0.818657056,216.156176899645,264.037517682673,44.9362306599909,54.8901769436296,15.87715755285
"203",7,2.29e-05,"Indirect",9.5568,"ATZTOT",8,0,29.78251321,"OLS","American toad",0.565666776,275.677991107942,487.350508823134,53.9959796559351,95.455455308436,20.0270287613874
"204",8,2.29e-05,"Indirect",12.3541,"ATZTOT",8,0,17.87349815,"OLS","American toad",2.185564918,246.167778330887,112.633478101467,49.5715371745303,22.6813382509328,17.9752775380378
"205",9,2.29e-05,"Indirect",11.1447,"ATZTOT",8,0,16.59253376,"OLS","American toad",1.460641759,257.610019268447,176.367694324182,51.3016951155426,35.1227087678674,18.7720755738179
"206",10,2.29e-05,"Indirect",11.9615,"ATZTOT",8,0,12.29392621,"OLS","American toad",0.521202693,249.698789779575,479.081925579335,50.1075152154167,96.1382507964454,18.2213406150035
"207",11,2.29e-05,"Indirect",17.3882,"ATZTOT",8,0,21.6577354,"OLS","American toad",0.525601376,211.722793887816,402.82009057719,44.2385308716547,84.1674563493812,15.5661383122832
"208",12,2.29e-05,"Indirect",11.7687,"ATZTOT",8,0,29.25664048,"OLS","American toad",6.443801458,251.494586777677,39.0289161478503,50.3793893107698,7.8182715031084,18.3464223748104
"209",13,2.29e-05,"Indirect",10.5239,"ATZTOT",8,1,23.57654351,"PLE","American toad",0.867924815,264.204357688165,304.409268086389,52.290240747224,60.2474313944164,19.2305491811541
"210",14,2.29e-05,"Indirect",14.6051,"ATZTOT",8,1,23.85857164,"PLE","American toad",0.560925254,228.651158860174,407.632134994183,46.8840884451302,83.5834865889818,16.7521932282785
"211",15,2.29e-05,"Indirect",16.9753,"ATZTOT",8,1,21.82224207,"PLE","American toad",0.572604017,213.978632485138,373.693907364151,44.5939839388419,77.8792719137384,15.7244307788209
"212",16,2.29e-05,"Indirect",12.6029,"ATZTOT",8,1,22.10602964,"PLE","American toad",0.357537561,244.012694430562,682.48128601672,49.2434887082405,137.729553702025,17.8250192082553
"213",17,2.29e-05,"Indirect",11.4693,"ATZTOT",8,1,18.47118347,"PLE","American toad",0.525853638,254.368968140763,483.72579318499,50.8135684363727,96.6306302065989,18.5465460720514
"214",18,2.29e-05,"Indirect",11.7396,"ATZTOT",8,1,8.640551756,"PLE","American toad",1.29826811,251.76931692234,193.927059428688,50.4209399917899,38.8370781069173,18.3655544383004
"215",19,2.29e-05,"Indirect",11.0822,"ATZTOT",8,1,14.25437079,"OLS","American toad",1.138952601,258.249713245729,226.743161233387,51.3978596500632,45.127303458402,18.8165736134221
"216",20,2.29e-05,"Indirect",10.069,"ATZTOT",8,1,19.5060604,"OLS","American toad",2.05354599,269.403311901967,131.189324813693,53.0653502620831,25.8408384913177,19.5916418712164
"217",21,2.29e-05,"Indirect",11.0174,"ATZTOT",8,1,18.1116732,"OLS","American toad",0.463586698,258.918460444043,558.511410187276,51.4983293772512,111.08672789669,18.8630872931751
"218",22,2.29e-05,"Indirect",12.3638,"ATZTOT",8,1,18.50933254,"OLS","American toad",0.398005502,246.082589075985,618.289415195033,49.5585829908917,124.517331398328,17.9693390466228
"219",23,2.29e-05,"Indirect",10.1878,"ATZTOT",8,1,7.936778913,"OLS","American toad",0.428099849,268.013361392755,626.053389224052,52.8584848143833,123.472327630705,19.4951342426304
"220",24,2.29e-05,"Indirect",11.5272,"ATZTOT",8,1,16.94936678,"OLS","American toad",0.478180697,253.804722351979,530.771576402589,50.728433543854,106.086326491456,18.5072695875678
"221",971,5.7e-06,"Indirect",13.986,"Imid",8,0,0.970934893,"PLE","American toad",0.018120187,58.0107440793315,3201.44290339451,11.8393788149243,653.380608871437,4.24649368617652
"222",981,5.7e-06,"Indirect",18.1095,"Imid",8,0,1.646094454,"PLE","American toad",0.050150934,51.7633686252891,1032.1516370022,10.8633058979609,216.612234937856,3.80880586076225
"223",991,5.7e-06,"Indirect",8,"Imid",8,0,1.347997271,"PLE","American toad",0.062813074,74.2158380326356,1181.53488289135,14.2598807713418,227.020902867161,5.37237812059333
"224",1001,5.7e-06,"Indirect",13.1817,"Imid",8,0,0.205311904,"PLE","American toad",0.015920471,59.5459025505843,3740.2098562652,12.0752012059813,758.470098402321,4.35370989616119
"225",1011,5.7e-06,"Indirect",12.9241,"Imid",8,0,2.997491181,"PLE","American toad",0.074721574,60.0664193096913,803.869834295666,12.1548207022293,162.66815661872,4.39003442547205
"226",1021,5.7e-06,"Indirect",13.0377,"Imid",8,0,0.785382305,"PLE","American toad",0.019896995,59.835048347477,3007.24045754029,12.1194505905817,609.109596227055,4.37388985391214
"227",1031,5.7e-06,"Indirect",10.7167,"Imid",8,0,1.293386968,"OLS","American toad",0.022283481,65.2382566119502,2927.65105290104,12.9370281330825,580.565852035527,4.75019834891556
"228",1041,5.7e-06,"Indirect",13.3005,"Imid",8,0,0.727272814,"OLS","American toad",0.06442277,59.3107623655342,920.649055691555,12.0391777574989,186.87767939036,4.33729580250873
"229",1051,5.7e-06,"Indirect",9.7913,"Imid",8,0,1.123159241,"OLS","American toad",0.018261231,67.8888860249057,3717.65112795001,13.3319912828172,730.070786729393,4.93427858619495
"230",1061,5.7e-06,"Indirect",6.9639,"Imid",8,0,1.0194954,"OLS","American toad",0.025467962,78.8971501007854,3097.89806113208,14.9339594861348,586.382196036525,5.6954303181129
"231",1071,5.7e-06,"Indirect",12.9804,"Imid",8,0,1.035391151,"OLS","American toad",0.019752402,59.9513874854222,3035.14415540055,12.137239750745,614.469052966066,4.38200810367529
"232",1081,5.7e-06,"Indirect",14.0828,"Imid",8,0,0.478487305,"OLS","American toad",0.061677525,57.8345586794223,937.69259838851,11.8122170663065,191.515743640922,4.23418064279355
"233",1091,1.1e-06,"Indirect",10.7426,"FipTOT",8,0,1.725175021,"PLE","American toad",0.0321181,12.5764440159391,391.56874210925,2.4946134386863,77.6700190449094,0.915773825001875
"234",1101,1.1e-06,"Indirect",10.8321,"FipTOT",8,0,1.34295,"PLE","American toad",0.16419294,12.5305122722663,76.3157799127435,2.48773074496509,15.1512649993665,0.912580649311823
"235",111,1.1e-06,"Indirect",23.3405,"FipTOT",8,0,2.117466169,"PLE","American toad",0.113813046,8.93183169763516,78.4781008113531,1.9265576433044,16.9273884762244,0.660557929615765
"236",112,1.1e-06,"Indirect",11.3478,"FipTOT",8,0,2.339183226,"PLE","American toad",0.055741733,12.2761182116662,220.232087360222,2.4494980745125,43.9437014725126,0.894885500528941
"237",113,1.1e-06,"Indirect",11.2404,"FipTOT",8,0,1.530006724,"PLE","American toad",0.129413289,12.3277083318118,95.2584423676285,2.45726707363151,18.9877491919049,0.898475340823456
"238",114,1.1e-06,"Indirect",7.3804,"FipTOT",8,0,1.636974629,"PLE","American toad",0.035164703,14.840682487358,422.033494420754,2.82678047381799,80.3868718532329,1.07256506627213
"239",115,1.1e-06,"Indirect",8.5539,"FipTOT",8,0,0.717592235,"OLS","American toad",0.16426118,13.9056953691486,84.656005570815,2.69123747284002,16.383892243073,1.00796202575084
"240",116,1.1e-06,"Indirect",12.178,"FipTOT",8,0,1.047219343,"OLS","American toad",0.021762222,11.8997573825429,546.80801356327,2.39257682404088,109.941752457119,0.868675959226127
"241",117,1.1e-06,"Indirect",11.465,"FipTOT",8,0,1.281327696,"OLS","American toad",0.114864224,12.2206174552839,106.391851437432,2.44113123582865,21.2523199201577,0.891022778922799
"242",118,1.1e-06,"Indirect",13.1914,"FipTOT",8,0,1.220139993,"OLS","American toad",0.208656204,11.4875873639389,55.0550961041105,2.32973123988319,11.165406037403,0.839929473749903
"243",119,1.1e-06,"Indirect",11.7796,"FipTOT",8,0,1.103307511,"OLS","American toad",0.230546973,12.0755950280043,52.3780246206238,2.41922475913742,10.4934136746936,0.880925794883747
"244",120,1.1e-06,"Indirect",9.0658,"FipTOT",8,0,1.397009124,"OLS","American toad",0.210706877,13.5537978653435,64.3253701935106,2.63965061252407,12.5275959195393,0.983597244426869
"245",145,2.7e-06,"Indirect",12.4407,"TNDTOT",8,0,5.213751666,"PLE","American toad",0.115492748,28.9348759002743,250.53413656998,5.83109939441037,50.4888791321371,2.11313233978788
"246",146,2.7e-06,"Indirect",10.5903,"TNDTOT",8,0,8.969771357,"PLE","American toad",0.089322481,31.0644482710891,347.778609856225,6.15232567578694,68.8776846199217,2.26136145886154
"247",147,2.7e-06,"Indirect",13.9438,"TNDTOT",8,0,5.190326785,"PLE","American toad",0.426705134,27.5154172937839,64.4834455959087,5.6137729977293,13.1560943387414,2.01405767399353
"248",148,2.7e-06,"Indirect",8.8434,"TNDTOT",8,0,4.831822198,"PLE","American toad",0.119037947,33.6348186798052,282.555433183044,6.53295327198474,54.8812663241305,2.43966194771651
"249",149,2.7e-06,"Indirect",9.5231,"TNDTOT",8,0,3.108359096,"PLE","American toad",0.175676804,32.554193344123,185.307295003631,6.37383152194846,36.281577173663,2.3647796617804
"250",150,2.7e-06,"Indirect",11.5642,"TNDTOT",8,0,3.280654333,"PLE","American toad",0.165848057,29.8823130779733,180.178855384319,5.97470236864632,36.0251574647409,2.17913782745595
"251",151,2.7e-06,"Indirect",13.2227,"TNDTOT",8,0,3.389932459,"OLS","American toad",0.388854872,28.1673509408541,72.4366671709184,5.71392006242432,14.6942226364193,2.05958909577069
"252",152,2.7e-06,"Indirect",8.1326,"TNDTOT",8,0,6.291932781,"OLS","American toad",0.369952253,34.9009314536182,94.3390158340737,6.71780470566754,18.1585722243663,2.52725917699536
"253",153,2.7e-06,"Indirect",10.8067,"TNDTOT",8,0,4.692698035,"OLS","American toad",0.259962468,30.7885710823887,118.434677587338,6.11102369597108,23.5073306657909,2.24218566465569
"254",154,2.7e-06,"Indirect",11.4182,"TNDTOT",8,0,2.191303526,"OLS","American toad",0.486458171,30.0502179860834,61.7734879944762,6.00003456736244,12.3341222844059,2.19082534177626
"255",155,2.7e-06,"Indirect",12.0198,"TNDTOT",8,0,6.594152401,"OLS","American toad",0.189434186,29.3774100430144,155.079770253371,5.89831533597626,31.1364884054046,2.1439745517105
"256",156,2.7e-06,"Indirect",14.0841,"TNDTOT",8,0,3.866282728,"OLS","American toad",0.273508383,27.3942021009894,100.158546515151,5.5950887299805,20.4567357995038,2.00558657395885
"257",157,2.7e-06,"Indirect",15.0158,"TNDTOT",8,1,3.806583386,"PLE","American toad",0.103279426,26.63117392913,257.855557109022,5.4770048596333,53.0309382202928,1.95222314217256
"258",158,2.7e-06,"Indirect",14.8152,"TNDTOT",8,1,8.660951317,"PLE","American toad",0.071629345,26.789596525466,374.003092244749,5.50158927588423,76.8063602408235,1.96330828549551
"259",159,2.7e-06,"Indirect",13.8218,"TNDTOT",8,1,2.629241417,"PLE","American toad",0.105756154,27.6222593089028,261.188198172399,5.63022505634605,53.2378007652023,2.02152290388783
"260",160,2.7e-06,"Indirect",7.1089,"TNDTOT",8,1,7.05712632,"PLE","American toad",0.026010568,37.0342307228926,1423.81476340281,7.02560239152638,270.105689023261,2.67453048338249
"261",161,2.7e-06,"Indirect",7.9909,"TNDTOT",8,1,5.763070813,"PLE","American toad",0.21362006,35.1725201149483,164.649893436732,6.75724089535674,31.6320522302856,2.54603035256376
"262",162,2.7e-06,"Indirect",12.1126,"TNDTOT",8,1,8.179491858,"PLE","American toad",0.141794761,29.2779392911779,206.481107515516,5.88322858213544,41.4911562362691,2.13704383080041
"263",163,2.7e-06,"Indirect",11.4482,"TNDTOT",8,1,3.623115759,"OLS","American toad",0.10558682,30.0154652765691,284.272840839123,5.99479419719109,56.7759706864085,2.18840652095025
"264",164,2.7e-06,"Indirect",7.533,"TNDTOT",8,1,6.887993016,"OLS","American toad",0.218474134,36.0998431466475,165.236234082738,6.8913361597543,31.5430299852078,2.61007418008983
"265",165,2.7e-06,"Indirect",15.9483,"TNDTOT",8,1,5.640249186,"OLS","American toad",0.119080734,25.93290324434,217.775809513737,5.36821466897879,45.080463385276,1.90332785642914
"266",1661,2.7e-06,"Indirect",10.4409,"TNDTOT",8,1,3.11171161,"OLS","American toad",0.474085035,31.2596966095001,65.9368980282201,6.18150230794342,13.0388049644795,2.27492819655662
"267",1671,2.7e-06,"Indirect",11.141,"TNDTOT",8,1,3.832105687,"OLS","American toad",0.142626446,30.3776817342268,212.987721325025,6.04934033413452,42.4138755735,2.21361091405806
"268",1681,2.7e-06,"Indirect",12.2923,"TNDTOT",8,1,5.388595843,"OLS","American toad",0.04358855,29.0884090655942,667.340598978269,5.85444768125078,134.311595160903,2.12383516963226
"269",2411,6.98e-05,"Indirect",7.5145,"Pendi",8,0,10.58560279,"PLE","American toad",5.199951046,934.260328633459,179.667139242037,178.299734873766,34.2887333546958,67.5451368360805
"270",2421,6.98e-05,"Indirect",13.2906,"Pendi",8,0,12.26733887,"PLE","American toad",1.811674231,726.535239475574,401.02973649658,147.463683965874,81.3963578233804,53.1295028244917
"271",2431,6.98e-05,"Indirect",10.0699,"Pendi",8,0,13.10595638,"PLE","American toad",3.993612884,821.118340099562,205.607895394491,161.740227416621,40.4997259660837,59.7137618559875
