app_rate_g_cm2,application,body_weight_g,chemical,exp_duration,formulation,sample_id,soil_conc_ugg,soil_type,source,species,tissue_conc_ugg
5.70E-06,Indirect,13.986,imidacloprid,8,0,2_1_I,0.970934893,PLE,rvm2016,American toad,0.018120187
5.70E-06,Indirect,18.1095,imidacloprid,8,0,2_2_B,1.646094454,PLE,rvm2016,American toad,0.050150934
5.70E-06,Indirect,8,imidacloprid,8,0,2_5_I,1.347997271,PLE,rvm2016,American toad,0.062813074
5.70E-06,Indirect,13.1817,imidacloprid,8,0,2_6_C,0.205311904,PLE,rvm2016,American toad,0.015920471
5.70E-06,Indirect,12.9241,imidacloprid,8,0,2_6_E,2.997491181,PLE,rvm2016,American toad,0.074721574
5.70E-06,Indirect,13.0377,imidacloprid,8,0,2_7_I,0.785382305,PLE,rvm2016,American toad,0.019896995
5.70E-06,Indirect,10.7167,imidacloprid,8,0,2_2_A,1.293386968,OLS,rvm2016,American toad,0.022283481
5.70E-06,Indirect,13.3005,imidacloprid,8,0,2_2_C,0.727272814,OLS,rvm2016,American toad,0.06442277
5.70E-06,Indirect,9.7913,imidacloprid,8,0,2_4_A,1.123159241,OLS,rvm2016,American toad,0.018261231
5.70E-06,Indirect,6.9639,imidacloprid,8,0,2_4_G,1.0194954,OLS,rvm2016,American toad,0.025467962
5.70E-06,Indirect,12.9804,imidacloprid,8,0,2_6_I,1.035391151,OLS,rvm2016,American toad,0.019752402
5.70E-06,Indirect,14.0828,imidacloprid,8,0,2_7_F,0.478487305,OLS,rvm2016,American toad,0.061677525
1.10E-06,Indirect,10.7426,FipTOT,8,0,3_1_A,1.725175021,PLE,rvm2016,American toad,0.0321181
1.10E-06,Indirect,10.8321,FipTOT,8,0,3_1_I,1.34295,PLE,rvm2016,American toad,0.16419294
1.10E-06,Indirect,23.3405,FipTOT,8,0,3_4_H,2.117466169,PLE,rvm2016,American toad,0.113813046
1.10E-06,Indirect,11.3478,FipTOT,8,0,3_7_A,2.339183226,PLE,rvm2016,American toad,0.055741733
1.10E-06,Indirect,11.2404,FipTOT,8,0,3_7_C,1.530006724,PLE,rvm2016,American toad,0.129413289
1.10E-06,Indirect,7.3804,FipTOT,8,0,3_7_E,1.636974629,PLE,rvm2016,American toad,0.035164703
1.10E-06,Indirect,8.5539,FipTOT,8,0,3_2_G,0.717592235,OLS,rvm2016,American toad,0.16426118
1.10E-06,Indirect,12.178,FipTOT,8,0,3_3_A,1.047219343,OLS,rvm2016,American toad,0.021762222
1.10E-06,Indirect,11.465,FipTOT,8,0,3_5_B,1.281327696,OLS,rvm2016,American toad,0.114864224
1.10E-06,Indirect,13.1914,FipTOT,8,0,3_6_C,1.220139993,OLS,rvm2016,American toad,0.208656204
1.10E-06,Indirect,11.7796,FipTOT,8,0,3_6_G,1.103307511,OLS,rvm2016,American toad,0.230546973
1.10E-06,Indirect,9.0658,FipTOT,8,0,3_7_I,1.397009124,OLS,rvm2016,American toad,0.210706877
2.70E-06,Indirect,12.4407,TNDTOT,8,0,0_1_B,5.213751666,PLE,rvm2016,American toad,0.115492748
2.70E-06,Indirect,10.5903,TNDTOT,8,0,0_1_G,8.969771357,PLE,rvm2016,American toad,0.089322481
2.70E-06,Indirect,13.9438,TNDTOT,8,0,0_2_F,5.190326785,PLE,rvm2016,American toad,0.426705134
2.70E-06,Indirect,8.8434,TNDTOT,8,0,0_4_G,4.831822198,PLE,rvm2016,American toad,0.119037947
2.70E-06,Indirect,9.5231,TNDTOT,8,0,0_5_C,3.108359096,PLE,rvm2016,American toad,0.175676804
2.70E-06,Indirect,11.5642,TNDTOT,8,0,0_7_D,3.280654333,PLE,rvm2016,American toad,0.165848057
2.70E-06,Indirect,13.2227,TNDTOT,8,0,0_2_B,3.389932459,OLS,rvm2016,American toad,0.388854872
2.70E-06,Indirect,8.1326,TNDTOT,8,0,0_2_E,6.291932781,OLS,rvm2016,American toad,0.369952253
2.70E-06,Indirect,10.8067,TNDTOT,8,0,0_2_I,4.692698035,OLS,rvm2016,American toad,0.259962468
2.70E-06,Indirect,11.4182,TNDTOT,8,0,0_5_D,2.191303526,OLS,rvm2016,American toad,0.486458171
2.70E-06,Indirect,12.0198,TNDTOT,8,0,0_6_I,6.594152401,OLS,rvm2016,American toad,0.189434186
2.70E-06,Indirect,14.0841,TNDTOT,8,0,0_7_F,3.866282728,OLS,rvm2016,American toad,0.273508383
2.70E-06,Indirect,15.0158,TNDTOT,8,1,0_1_C,3.806583386,PLE,rvm2016,American toad,0.103279426
2.70E-06,Indirect,14.8152,TNDTOT,8,1,0_3_I,8.660951317,PLE,rvm2016,American toad,0.071629345
2.70E-06,Indirect,13.8218,TNDTOT,8,1,3_4_A,2.629241417,PLE,rvm2016,American toad,0.105756154
2.70E-06,Indirect,7.1089,TNDTOT,8,1,3_4_I,7.05712632,PLE,rvm2016,American toad,0.026010568
2.70E-06,Indirect,7.9909,TNDTOT,8,1,3_6_A,5.763070813,PLE,rvm2016,American toad,0.21362006
2.70E-06,Indirect,12.1126,TNDTOT,8,1,3_6_E,8.179491858,PLE,rvm2016,American toad,0.141794761
2.70E-06,Indirect,11.4482,TNDTOT,8,1,3_1_H,3.623115759,OLS,rvm2016,American toad,0.10558682
2.70E-06,Indirect,7.533,TNDTOT,8,1,3_3_C,6.887993016,OLS,rvm2016,American toad,0.218474134
2.70E-06,Indirect,15.9483,TNDTOT,8,1,3_5_A,5.640249186,OLS,rvm2016,American toad,0.119080734
2.70E-06,Indirect,10.4409,TNDTOT,8,1,3_6_B,3.11171161,OLS,rvm2016,American toad,0.474085035
2.70E-06,Indirect,11.141,TNDTOT,8,1,3_6_D,3.832105687,OLS,rvm2016,American toad,0.142626446
2.70E-06,Indirect,12.2923,TNDTOT,8,1,3_7_G,5.388595843,OLS,rvm2016,American toad,0.04358855
6.98E-05,Indirect,7.5145,Pendi,8,0,3_2_G,10.58560279,PLE,rvm2016,American toad,5.199951046
6.98E-05,Indirect,13.2906,Pendi,8,0,3_3_D,12.26733887,PLE,rvm2016,American toad,1.811674231
6.98E-05,Indirect,10.0699,Pendi,8,0,3_3_H,13.10595638,PLE,rvm2016,American toad,3.993612884
6.98E-05,Indirect,13.469,Pendi,8,0,3_4_B,22.90681995,PLE,rvm2016,American toad,1.38470843
6.98E-05,Indirect,11.8384,Pendi,8,0,3_5_F,20.31371332,PLE,rvm2016,American toad,2.758089025
6.98E-05,Indirect,11.6099,Pendi,8,0,3_7_H,8.079352476,PLE,rvm2016,American toad,2.539315815
6.98E-05,Indirect,8.7943,Pendi,8,0,3_1_E,8.780199562,OLS,rvm2016,American toad,2.917259067
6.98E-05,Indirect,12.498,Pendi,8,0,3_3_B,11.00768858,OLS,rvm2016,American toad,4.729568549
6.98E-05,Indirect,14.8081,Pendi,8,0,3_3_G,6.310025314,OLS,rvm2016,American toad,6.874438593
6.98E-05,Indirect,13.4299,Pendi,8,0,3_5_E,10.01366331,OLS,rvm2016,American toad,1.492402712
6.98E-05,Indirect,13.5552,Pendi,8,0,3_5_H,13.91754836,OLS,rvm2016,American toad,1.888097365
6.98E-05,Indirect,8.3589,Pendi,8,0,3_5_I,17.79580859,OLS,rvm2016,American toad,4.287971426
6.98E-05,Indirect,13.5285,Pendi,8,1,0_1_A,8.724259234,PLE,rvm2016,American toad,2.879433002
6.98E-05,Indirect,13.7458,Pendi,8,1,0_1_I,11.64651601,PLE,rvm2016,American toad,3.750781295
6.98E-05,Indirect,11.4246,Pendi,8,1,0_4_H,11.21634881,PLE,rvm2016,American toad,2.648653905
6.98E-05,Indirect,10.0043,Pendi,8,1,0_7_A,5.697537118,PLE,rvm2016,American toad,2.314244032
6.98E-05,Indirect,13.4038,Pendi,8,1,1_7_C,6.758968643,PLE,rvm2016,American toad,0.896933721
6.98E-05,Indirect,10.5726,Pendi,8,1,1_7_E,14.91187384,PLE,rvm2016,American toad,5.703493109
6.98E-05,Indirect,17.4496,Pendi,8,1,1_2_G,16.05643523,OLS,rvm2016,American toad,0.875538299
6.98E-05,Indirect,13.6417,Pendi,8,1,1_3_A,24.88780061,OLS,rvm2016,American toad,1.356762725
6.98E-05,Indirect,9.9412,Pendi,8,1,1_5_B,10.84702222,OLS,rvm2016,American toad,3.719878758
6.98E-05,Indirect,16.3062,Pendi,8,1,1_6_C,5.135481376,OLS,rvm2016,American toad,1.277680298
6.98E-05,Indirect,11.3268,Pendi,8,1,1_6_G,8.871930181,OLS,rvm2016,American toad,1.648936582
6.98E-05,Indirect,10.2275,Pendi,8,1,1_7_I,14.06687759,OLS,rvm2016,American toad,1.540378381
2.40E-05,Indirect,1.8401,atrazine,8,0,LFA0-1,10.28385855,PLE,dag_dehydration,Leopard frog,2.579782807
2.40E-05,Indirect,2.8486,atrazine,8,0,LFA0-2,10.04358875,PLE,dag_dehydration,Leopard frog,1.691182353
2.40E-05,Indirect,2.307,atrazine,8,0,LFA0-3,10.18871524,PLE,dag_dehydration,Leopard frog,12.52319717
2.40E-05,Indirect,2.2679,atrazine,8,0,LFA0-4,9.401012307,PLE,dag_dehydration,Leopard frog,2.970273811
2.40E-05,Indirect,2.1439,atrazine,8,0,LFA0-5,9.516150521,PLE,dag_dehydration,Leopard frog,8.050942336
2.40E-05,Indirect,1.8628,atrazine,8,0,LFA0-6,9.708402094,PLE,dag_dehydration,Leopard frog,7.478230678
2.40E-05,Indirect,3.039,atrazine,8,0,LFA2-1,9.403882995,PLE,dag_dehydration,Leopard frog,2.186808836
2.40E-05,Indirect,2.0345,atrazine,8,0,LFA2-2,12.1209408,PLE,dag_dehydration,Leopard frog,5.338854395
2.40E-05,Indirect,2.196,atrazine,8,0,LFA2-3,9.820321561,PLE,dag_dehydration,Leopard frog,1.693429589
2.40E-05,Indirect,2.6681,atrazine,8,0,LFA2-4,13.65865567,PLE,dag_dehydration,Leopard frog,8.968187875
2.40E-05,Indirect,2.3648,atrazine,8,0,LFA2-5,13.82500689,PLE,dag_dehydration,Leopard frog,1.454206808
2.40E-05,Indirect,1.9188,atrazine,8,0,LFA2-6,6.981617026,PLE,dag_dehydration,Leopard frog,1.718054357
2.40E-05,Indirect,2.3476,atrazine,8,0,LFA4-1,8.71398867,PLE,dag_dehydration,Leopard frog,1.715569485
2.40E-05,Indirect,2.6426,atrazine,8,0,LFA4-2,10.31826446,PLE,dag_dehydration,Leopard frog,6.984378843
2.40E-05,Indirect,2.4232,atrazine,8,0,LFA4-3,9.424200962,PLE,dag_dehydration,Leopard frog,6.344470461
2.40E-05,Indirect,2.445,atrazine,8,0,LFA4-4,8.210686345,PLE,dag_dehydration,Leopard frog,5.22674822
2.40E-05,Indirect,2.948,atrazine,8,0,LFA4-5,12.47499464,PLE,dag_dehydration,Leopard frog,6.179038725
2.40E-05,Indirect,1.6108,atrazine,8,0,LFA4-6,17.10511501,PLE,dag_dehydration,Leopard frog,6.938256641
2.40E-05,Indirect,2.1958,atrazine,8,0,LFA6-1,15.28179321,PLE,dag_dehydration,Leopard frog,10.56528408
2.40E-05,Indirect,1.2869,atrazine,8,0,LFA6-2,15.71271657,PLE,dag_dehydration,Leopard frog,3.335388968
2.40E-05,Indirect,2.1608,atrazine,8,0,LFA6-3,9.706286223,PLE,dag_dehydration,Leopard frog,2.457491841
2.40E-05,Indirect,1.6483,atrazine,8,0,LFA6-4,16.37966534,PLE,dag_dehydration,Leopard frog,3.983431248
2.40E-05,Indirect,1.8843,atrazine,8,0,LFA6-5,10.61265033,PLE,dag_dehydration,Leopard frog,2.391884077
2.40E-05,Indirect,2.469,atrazine,8,0,LFA6-6,12.59011285,PLE,dag_dehydration,Leopard frog,11.18965486
2.40E-05,Indirect,3.1323,atrazine,8,0,LFA8-1,12.46770392,PLE,dag_dehydration,Leopard frog,2.162953353
2.40E-05,Indirect,2.2558,atrazine,8,0,LFA8-2,10.90836606,PLE,dag_dehydration,Leopard frog,1.650446686
2.40E-05,Indirect,1.446,atrazine,8,0,LFA8-3,13.47173605,PLE,dag_dehydration,Leopard frog,6.76940713
2.40E-05,Indirect,2.0923,atrazine,8,0,LFA8-4,10.84867262,PLE,dag_dehydration,Leopard frog,6.916300496
2.40E-05,Indirect,2.1607,atrazine,8,0,LFA8-5,9.786848989,PLE,dag_dehydration,Leopard frog,5.647878305
2.40E-05,Indirect,1.8342,atrazine,8,0,LFA8-6,12.68276321,PLE,dag_dehydration,Leopard frog,5.714846427
2.40E-05,Indirect,2.4663,atrazine,8,0,LFA10-1,7.717010983,PLE,dag_dehydration,Leopard frog,3.480676652
2.40E-05,Indirect,2.0268,atrazine,8,0,LFA10-2,9.412734091,PLE,dag_dehydration,Leopard frog,1.886771004
2.40E-05,Indirect,2.2651,atrazine,8,0,LFA10-3,12.23989264,PLE,dag_dehydration,Leopard frog,10.2979071
2.40E-05,Indirect,2.3059,atrazine,8,0,LFA10-4,11.84987009,PLE,dag_dehydration,Leopard frog,8.724901716
2.40E-05,Indirect,2.2861,atrazine,8,0,LFA10-5,8.395562665,PLE,dag_dehydration,Leopard frog,1.892744068
2.40E-05,Indirect,2.2728,atrazine,8,0,LFA10-6,7.01665685,PLE,dag_dehydration,Leopard frog,3.632494432
4.43E-05,Indirect,2.9374,chloro+d,8,0,LFCl0-1,97.54771792,PLE,dag_dehydration,Leopard frog,0.049534914
4.43E-05,Indirect,3.6896,chloro+d,8,0,LFCl0-2,105.2068112,PLE,dag_dehydration,Leopard frog,0.09431606
4.43E-05,Indirect,2.5049,chloro+d,8,0,LFCl0-3,104.0471325,PLE,dag_dehydration,Leopard frog,0.065894674
4.43E-05,Indirect,3.0961,chloro+d,8,0,LFCl0-4,87.83391191,PLE,dag_dehydration,Leopard frog,0.066735354
4.43E-05,Indirect,3.3543,chloro+d,8,0,LFCl0-5,85.2705886,PLE,dag_dehydration,Leopard frog,0.05459792
4.43E-05,Indirect,2.9449,chloro+d,8,0,LFCl0-6,110.2800296,PLE,dag_dehydration,Leopard frog,0.110663384
4.43E-05,Indirect,2.982,chloro+d,8,0,LFCl2-1,124.7136025,PLE,dag_dehydration,Leopard frog,0.034119313
4.43E-05,Indirect,1.1766,chloro+d,8,0,LFCl2-2,93.83616294,PLE,dag_dehydration,Leopard frog,0.137711222
4.43E-05,Indirect,2.5677,chloro+d,8,0,LFCl2-3,131.9151605,PLE,dag_dehydration,Leopard frog,0.038844494
4.43E-05,Indirect,3.9146,chloro+d,8,0,LFCl2-4,238.150189,PLE,dag_dehydration,Leopard frog,0.034159045
4.43E-05,Indirect,2.4102,chloro+d,8,0,LFCl2-5,126.1421937,PLE,dag_dehydration,Leopard frog,0.189112734
4.43E-05,Indirect,2.5335,chloro+d,8,0,LFCl2-6,93.01431818,PLE,dag_dehydration,Leopard frog,0.073108651
4.43E-05,Indirect,2.1336,chloro+d,8,0,LFCl4-1,54.02956223,PLE,dag_dehydration,Leopard frog,0.046410221
4.43E-05,Indirect,1.3477,chloro+d,8,0,LFCl4-2,83.94471454,PLE,dag_dehydration,Leopard frog,0.054321653
4.43E-05,Indirect,1.9212,chloro+d,8,0,LFCl4-3,95.16597984,PLE,dag_dehydration,Leopard frog,0.047421024
4.43E-05,Indirect,2.2279,chloro+d,8,0,LFCl4-4,108.8411455,PLE,dag_dehydration,Leopard frog,0.077330002
4.43E-05,Indirect,1.2642,chloro+d,8,0,LFCl4-5,107.8351603,PLE,dag_dehydration,Leopard frog,0.061659489
4.43E-05,Indirect,2.5177,chloro+d,8,0,LFCl4-6,112.551148,PLE,dag_dehydration,Leopard frog,0.075510303
4.43E-05,Indirect,2.6744,chloro+d,8,0,LFCl6-1,103.9346865,PLE,dag_dehydration,Leopard frog,0.027463652
4.43E-05,Indirect,1.9014,chloro+d,8,0,LFCl6-2,133.1324122,PLE,dag_dehydration,Leopard frog,0.051562219
4.43E-05,Indirect,1.8824,chloro+d,8,0,LFCl6-3,177.201436,PLE,dag_dehydration,Leopard frog,0.177693722
4.43E-05,Indirect,2.5356,chloro+d,8,0,LFCl6-4,80.2864709,PLE,dag_dehydration,Leopard frog,0.029626977
4.43E-05,Indirect,1.9125,chloro+d,8,0,LFCl6-5,107.9943699,PLE,dag_dehydration,Leopard frog,0.040356887
4.43E-05,Indirect,1.6813,chloro+d,8,0,LFCl6-6,75.82071048,PLE,dag_dehydration,Leopard frog,0.048697065
4.43E-05,Indirect,3.1849,chloro+d,8,0,LFCl8-1,98.34669015,PLE,dag_dehydration,Leopard frog,0.100520033
4.43E-05,Indirect,2.1473,chloro+d,8,0,LFCl8-2,55.30487111,PLE,dag_dehydration,Leopard frog,0.066249062
4.43E-05,Indirect,1.5919,chloro+d,8,0,LFCl8-3,68.31816412,PLE,dag_dehydration,Leopard frog,0.135997717
4.43E-05,Indirect,1.8071,chloro+d,8,0,LFCl8-4,77.37304664,PLE,dag_dehydration,Leopard frog,0.086171947
4.43E-05,Indirect,1.8675,chloro+d,8,0,LFCl8-5,86.4407278,PLE,dag_dehydration,Leopard frog,0.039905604
4.43E-05,Indirect,2.3422,chloro+d,8,0,LFCl8-6,134.219346,PLE,dag_dehydration,Leopard frog,0.07148401
4.43E-05,Indirect,2.8692,chloro+d,8,0,LFCl10-1,102.4324273,PLE,dag_dehydration,Leopard frog,0.026595904
4.43E-05,Indirect,2.2261,chloro+d,8,0,LFCl10-2,56.13699941,PLE,dag_dehydration,Leopard frog,0.033621317
4.43E-05,Indirect,3.3763,chloro+d,8,0,LFCl10-3,149.7004603,PLE,dag_dehydration,Leopard frog,0.027361678
4.43E-05,Indirect,2.3394,chloro+d,8,0,LFCl10-4,69.83049,PLE,dag_dehydration,Leopard frog,0.034005049
4.43E-05,Indirect,2.4226,chloro+d,8,0,LFCl10-5,51.56836737,PLE,dag_dehydration,Leopard frog,0.074157011
4.43E-05,Indirect,2.5262,chloro+d,8,0,LFCl10-6,114.5675617,PLE,dag_dehydration,Leopard frog,0.032016276
3.10E-05,Indirect,1.6635,metol,8,0,LFM0-1,40.64853462,PLE,dag_dehydration,Leopard frog,4.267677087
3.10E-05,Indirect,2.0778,metol,8,0,LFM0-2,48.47519919,PLE,dag_dehydration,Leopard frog,5.721956829
3.10E-05,Indirect,2.593,metol,8,0,LFM0-3,41.79217276,PLE,dag_dehydration,Leopard frog,1.748897837
3.10E-05,Indirect,2.8358,metol,8,0,LFM0-4,24.38427683,PLE,dag_dehydration,Leopard frog,0.806456941
3.10E-05,Indirect,1.8572,metol,8,0,LFM0-5,77.00037621,PLE,dag_dehydration,Leopard frog,10.63925511
3.10E-05,Indirect,1.121,metol,8,0,LFM0-6,48.49721515,PLE,dag_dehydration,Leopard frog,3.688639048
3.10E-05,Indirect,2.2456,metol,8,0,LFM2-1,21.427727,PLE,dag_dehydration,Leopard frog,1.640306185
3.10E-05,Indirect,2.4944,metol,8,0,LFM2-2,25.33585131,PLE,dag_dehydration,Leopard frog,5.639864337
3.10E-05,Indirect,2.5987,metol,8,0,LFM2-3,22.98479209,PLE,dag_dehydration,Leopard frog,0.985224834
3.10E-05,Indirect,2.0734,metol,8,0,LFM2-4,28.23363196,PLE,dag_dehydration,Leopard frog,1.159396793
3.10E-05,Indirect,1.9886,metol,8,0,LFM2-5,27.78584836,PLE,dag_dehydration,Leopard frog,2.57235133
3.10E-05,Indirect,2.7615,metol,8,0,LFM2-6,25.00006343,PLE,dag_dehydration,Leopard frog,3.19002649
3.10E-05,Indirect,1.8156,metol,8,0,LFM4-1,19.25500126,PLE,dag_dehydration,Leopard frog,2.3898984
3.10E-05,Indirect,3.0818,metol,8,0,LFM4-2,25.00425435,PLE,dag_dehydration,Leopard frog,1.780858408
3.10E-05,Indirect,2.8691,metol,8,0,LFM4-3,16.93924625,PLE,dag_dehydration,Leopard frog,1.08822026
3.10E-05,Indirect,2.2879,metol,8,0,LFM4-4,19.02585998,PLE,dag_dehydration,Leopard frog,1.829340286
3.10E-05,Indirect,2.746,metol,8,0,LFM4-5,30.3513881,PLE,dag_dehydration,Leopard frog,2.345929412
3.10E-05,Indirect,2.2357,metol,8,0,LFM4-6,23.64525737,PLE,dag_dehydration,Leopard frog,5.291092536
3.10E-05,Indirect,2.9968,metol,8,0,LFM6-1,16.91928433,PLE,dag_dehydration,Leopard frog,2.100173605
3.10E-05,Indirect,2.5795,metol,8,0,LFM6-2,22.04401189,PLE,dag_dehydration,Leopard frog,1.114810193
3.10E-05,Indirect,2.5535,metol,8,0,LFM6-3,23.36243329,PLE,dag_dehydration,Leopard frog,1.378698045
3.10E-05,Indirect,1.8,metol,8,0,LFM6-4,23.06676914,PLE,dag_dehydration,Leopard frog,2.253704813
3.10E-05,Indirect,2.2348,metol,8,0,LFM6-5,24.42190264,PLE,dag_dehydration,Leopard frog,5.376753972
3.10E-05,Indirect,1.7367,metol,8,0,LFM6-6,21.24319583,PLE,dag_dehydration,Leopard frog,1.702141197
3.10E-05,Indirect,2.8781,metol,8,0,LFM8-1,18.25491609,PLE,dag_dehydration,Leopard frog,1.181846159
3.10E-05,Indirect,3.0126,metol,8,0,LFM8-2,20.24836634,PLE,dag_dehydration,Leopard frog,0.746445245
3.10E-05,Indirect,2.2216,metol,8,0,LFM8-3,21.33112732,PLE,dag_dehydration,Leopard frog,6.060241405
3.10E-05,Indirect,2.076,metol,8,0,LFM8-4,24.93070926,PLE,dag_dehydration,Leopard frog,3.979074337
3.10E-05,Indirect,1.7311,metol,8,0,LFM8-5,21.60699195,PLE,dag_dehydration,Leopard frog,0.90171309
3.10E-05,Indirect,2.016,metol,8,0,LFM8-6,30.64444223,PLE,dag_dehydration,Leopard frog,3.452448894
3.10E-05,Indirect,2.0918,metol,8,0,LFM10-1,12.49664326,PLE,dag_dehydration,Leopard frog,1.574839899
3.10E-05,Indirect,1.8813,metol,8,0,LFM10-2,29.0739971,PLE,dag_dehydration,Leopard frog,1.123669198
3.10E-05,Indirect,2.2104,metol,8,0,LFM10-3,26.60999165,PLE,dag_dehydration,Leopard frog,2.558654328
3.10E-05,Indirect,3.201,metol,8,0,LFM10-4,18.22540327,PLE,dag_dehydration,Leopard frog,1.949552248
3.10E-05,Indirect,2.6894,metol,8,0,LFM10-5,25.62284834,PLE,dag_dehydration,Leopard frog,2.179127319
3.10E-05,Indirect,2.3257,metol,8,0,LFM10-6,18.37523411,PLE,dag_dehydration,Leopard frog,1.130277738
2.91E-06,Indirect,2.2852,tdn,8,0,LFT0-1,4.130434828,PLE,dag_dehydration,Leopard frog,0.930939899
2.91E-06,Indirect,2.0488,tdn,8,0,LFT0-2,2.985716329,PLE,dag_dehydration,Leopard frog,1.471139657
2.91E-06,Indirect,1.764,tdn,8,0,LFT0-3,1.642733275,PLE,dag_dehydration,Leopard frog,0.829340824
2.91E-06,Indirect,1.52467,tdn,8,0,LFT0-4,2.414613283,PLE,dag_dehydration,Leopard frog,0.833541754
2.91E-06,Indirect,1.1919,tdn,8,0,LFT0-5,5.771808013,PLE,dag_dehydration,Leopard frog,0.62294824
2.91E-06,Indirect,2.5988,tdn,8,0,LFT0-6,1.937626035,PLE,dag_dehydration,Leopard frog,0.78432732
2.91E-06,Indirect,1.2971,tdn,8,0,LFT2-1,2.271520449,PLE,dag_dehydration,Leopard frog,1.110827258
2.91E-06,Indirect,1.7873,tdn,8,0,LFT2-2,4.918286446,PLE,dag_dehydration,Leopard frog,0.723150994
2.91E-06,Indirect,2.1663,tdn,8,0,LFT2-3,5.681194498,PLE,dag_dehydration,Leopard frog,0.72766123
2.91E-06,Indirect,2.631,tdn,8,0,LFT2-4,3.706855988,PLE,dag_dehydration,Leopard frog,0.680213893
2.91E-06,Indirect,1.7103,tdn,8,0,LFT2-5,7.040172007,PLE,dag_dehydration,Leopard frog,1.064277918
2.91E-06,Indirect,1.8285,tdn,8,0,LFT2-6,5.554855056,PLE,dag_dehydration,Leopard frog,0.368484816
2.91E-06,Indirect,1.5065,tdn,8,0,LFT4-1,2.032910322,PLE,dag_dehydration,Leopard frog,0.635182857
2.91E-06,Indirect,1.5337,tdn,8,0,LFT4-2,4.664332334,PLE,dag_dehydration,Leopard frog,0.572624649
2.91E-06,Indirect,1.842,tdn,8,0,LFT4-3,2.734473466,PLE,dag_dehydration,Leopard frog,0.504992098
2.91E-06,Indirect,1.5188,tdn,8,0,LFT4-4,2.622252408,PLE,dag_dehydration,Leopard frog,0.46549435
2.91E-06,Indirect,2.1926,tdn,8,0,LFT4-5,4.132548212,PLE,dag_dehydration,Leopard frog,0.509286041
2.91E-06,Indirect,1.6119,tdn,8,0,LFT4-6,3.806634854,PLE,dag_dehydration,Leopard frog,0.284854462
2.91E-06,Indirect,1.5704,tdn,8,0,LFT6-1,4.202597231,PLE,dag_dehydration,Leopard frog,0.62355419
2.91E-06,Indirect,1.6677,tdn,8,0,LFT6-2,4.502512043,PLE,dag_dehydration,Leopard frog,0.938534356
2.91E-06,Indirect,2.5715,tdn,8,0,LFT6-3,2.790064544,PLE,dag_dehydration,Leopard frog,0.959499205
2.91E-06,Indirect,2.3475,tdn,8,0,LFT6-4,3.966455208,PLE,dag_dehydration,Leopard frog,0.910419362
2.91E-06,Indirect,1.4964,tdn,8,0,LFT6-5,2.731170077,PLE,dag_dehydration,Leopard frog,0.867963913
2.91E-06,Indirect,2.0291,tdn,8,0,LFT6-6,3.617116849,PLE,dag_dehydration,Leopard frog,0.734727511
2.91E-06,Indirect,2.7226,tdn,8,0,LFT8-1,3.153568431,PLE,dag_dehydration,Leopard frog,0.613327957
2.91E-06,Indirect,2.5539,tdn,8,0,LFT8-2,4.090939835,PLE,dag_dehydration,Leopard frog,0.411175415
2.91E-06,Indirect,1.7762,tdn,8,0,LFT8-3,4.910453014,PLE,dag_dehydration,Leopard frog,0.200725621
2.91E-06,Indirect,1.649,tdn,8,0,LFT8-4,3.7801442,PLE,dag_dehydration,Leopard frog,0.284065308
2.91E-06,Indirect,1.0845,tdn,8,0,LFT8-5,4.037190801,PLE,dag_dehydration,Leopard frog,1.106344271
2.91E-06,Indirect,1.7104,tdn,8,0,LFT8-6,2.929395097,PLE,dag_dehydration,Leopard frog,0.710860385
2.91E-06,Indirect,0.9303,tdn,8,0,LFT10-1,3.532352552,PLE,dag_dehydration,Leopard frog,0.41777656
2.91E-06,Indirect,1.3548,tdn,8,0,LFT10-2,2.533600442,PLE,dag_dehydration,Leopard frog,0.60216825
2.91E-06,Indirect,1.9138,tdn,8,0,LFT10-3,2.598936796,PLE,dag_dehydration,Leopard frog,0.560831784
2.91E-06,Indirect,2.1421,tdn,8,0,LFT10-4,2.560020486,PLE,dag_dehydration,Leopard frog,0.687153909
2.91E-06,Indirect,1.5553,tdn,8,0,LFT10-5,3.946266825,PLE,dag_dehydration,Leopard frog,0.654064226
2.91E-06,Indirect,1.4596,tdn,8,0,LFT10-6,2.772104224,PLE,dag_dehydration,Leopard frog,0.489223561
5.39E-06,Indirect,1.2582,imid,8,0,LFI0-1,0.796630992,PLE,dag_dehydration,Leopard frog,0.73148169
5.39E-06,Indirect,1.8819,imid,8,0,LFI0-2,0.73091969,PLE,dag_dehydration,Leopard frog,1.058790605
5.39E-06,Indirect,1.0559,imid,8,0,LFI0-3,1.951106685,PLE,dag_dehydration,Leopard frog,0.729321829
5.39E-06,Indirect,1.8364,imid,8,0,LFI0-4,1.440136114,PLE,dag_dehydration,Leopard frog,0.813666458
5.39E-06,Indirect,1.0553,imid,8,0,LFI0-5,1.070180372,PLE,dag_dehydration,Leopard frog,0.607467098
5.39E-06,Indirect,1.2669,imid,8,0,LFI0-6,0.872011851,PLE,dag_dehydration,Leopard frog,0.588522987
5.39E-06,Indirect,1.3821,imid,8,0,LFI2-1,2.471016152,PLE,dag_dehydration,Leopard frog,0.378511527
5.39E-06,Indirect,2.0607,imid,8,0,LFI2-2,1.977314477,PLE,dag_dehydration,Leopard frog,0.515549221
