"","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","sample_id","soil_conc_ugg","soil_type","source","species","tissue_conc_ugg"
"1150",3.101e-05,"Indirect",0.9489,"metol",8,0,"BAM6-1",0,"PLE","dag_dehydration","BA",2.189307645
"1151",3.101e-05,"Indirect",1.0449,"metol",8,0,"BAM6-2",0,"PLE","dag_dehydration","BA",3.779128738
"1152",3.101e-05,"Indirect",1.095,"metol",8,0,"BAM6-3",0,"PLE","dag_dehydration","BA",1.181637111
"1153",3.101e-05,"Indirect",1.0956,"metol",8,0,"BAM6-4",0,"PLE","dag_dehydration","BA",2.372274856
"1154",3.101e-05,"Indirect",0.9067,"metol",8,0,"BAM6-5",0,"PLE","dag_dehydration","BA",1.347353954
"1155",3.101e-05,"Indirect",0.8966,"metol",8,0,"BAM8-1",0,"PLE","dag_dehydration","BA",3.302635326
"1156",3.101e-05,"Indirect",0.7619,"metol",8,0,"BAM8-2",0,"PLE","dag_dehydration","BA",2.478218461
"1157",3.101e-05,"Indirect",0.8689,"metol",8,0,"BAM8-3",0,"PLE","dag_dehydration","BA",0.477943521
"1158",3.101e-05,"Indirect",1.1094,"metol",8,0,"BAM8-4",0,"PLE","dag_dehydration","BA",2.62816273
"1159",3.101e-05,"Indirect",0.9821,"metol",8,0,"BAM8-5",0,"PLE","dag_dehydration","BA",1.469074059
"1160",3.101e-05,"Indirect",1.0263,"metol",8,0,"BAM10-1",0,"PLE","dag_dehydration","BA",3.784805012
"1161",3.101e-05,"Indirect",0.9157,"metol",8,0,"BAM10-2",0,"PLE","dag_dehydration","BA",0.178266663
"1162",3.101e-05,"Indirect",1.2425,"metol",8,0,"BAM10-3",0,"PLE","dag_dehydration","BA",0.83816974
"1163",3.101e-05,"Indirect",1.3226,"metol",8,0,"BAM10-4",0,"PLE","dag_dehydration","BA",2.909853436
"1164",3.101e-05,"Indirect",1.0177,"metol",8,0,"BAM10-5",0,"PLE","dag_dehydration","BA",3.06875616
"1315",2.91e-06,"Indirect",0.8584,"tdn",8,0,"BAT0-1",0,"PLE","dag_dehydration","BA",0.705452479
"1316",2.91e-06,"Indirect",0.8488,"tdn",8,0,"BAT0-2",0,"PLE","dag_dehydration","BA",0.234413969
"1317",2.91e-06,"Indirect",0.9955,"tdn",8,0,"BAT0-3",0,"PLE","dag_dehydration","BA",0.579612536
"1318",2.91e-06,"Indirect",1.0281,"tdn",8,0,"BAT0-4",0,"PLE","dag_dehydration","BA",0.355740799
"1319",2.91e-06,"Indirect",1.1097,"tdn",8,0,"BAT0-5",0,"PLE","dag_dehydration","BA",0.656741344
"1320",2.91e-06,"Indirect",1.2155,"tdn",8,0,"BAT2-1",0,"PLE","dag_dehydration","BA",0.67893805
"1321",2.91e-06,"Indirect",0.8175,"tdn",8,0,"BAT2-2",0,"PLE","dag_dehydration","BA",1.101694818
"1322",2.91e-06,"Indirect",0.851,"tdn",8,0,"BAT2-3",0,"PLE","dag_dehydration","BA",0.471731541
"1323",2.91e-06,"Indirect",1.0826,"tdn",8,0,"BAT2-4",0,"PLE","dag_dehydration","BA",0.355762936
"1324",2.91e-06,"Indirect",0.8654,"tdn",8,0,"BAT2-5",0,"PLE","dag_dehydration","BA",0.356340814
"1325",2.91e-06,"Indirect",1.0271,"tdn",8,0,"BAT4-1",0,"PLE","dag_dehydration","BA",1.070383806
"1326",2.91e-06,"Indirect",0.8715,"tdn",8,0,"BAT4-2",0,"PLE","dag_dehydration","BA",0.681923819
"1327",2.91e-06,"Indirect",1.2942,"tdn",8,0,"BAT4-3",0,"PLE","dag_dehydration","BA",1.020881176
"1328",2.91e-06,"Indirect",1.1198,"tdn",8,0,"BAT4-4",0,"PLE","dag_dehydration","BA",0.509585728
"1329",2.91e-06,"Indirect",1.1049,"tdn",8,0,"BAT4-5",0,"PLE","dag_dehydration","BA",3.217423384
"1330",2.91e-06,"Indirect",0.7637,"tdn",8,0,"BAT6-1",0,"PLE","dag_dehydration","BA",0.286638101
"1331",2.91e-06,"Indirect",1.0612,"tdn",8,0,"BAT6-2",0,"PLE","dag_dehydration","BA",0.294702812
"1332",2.91e-06,"Indirect",0.8935,"tdn",8,0,"BAT6-3",0,"PLE","dag_dehydration","BA",0.386336954
"1333",2.91e-06,"Indirect",1.2336,"tdn",8,0,"BAT6-4",0,"PLE","dag_dehydration","BA",0.440267136
"1334",2.91e-06,"Indirect",1.2775,"tdn",8,0,"BAT6-5",0,"PLE","dag_dehydration","BA",0.569826956
"1335",2.91e-06,"Indirect",0.8524,"tdn",8,0,"BAT8-1",0,"PLE","dag_dehydration","BA",0.556191253
"1336",2.91e-06,"Indirect",0.9142,"tdn",8,0,"BAT8-2",0,"PLE","dag_dehydration","BA",0.432994464
"1337",2.91e-06,"Indirect",1.1256,"tdn",8,0,"BAT8-3",0,"PLE","dag_dehydration","BA",0.676020901
"1338",2.91e-06,"Indirect",1.0474,"tdn",8,0,"BAT8-4",0,"PLE","dag_dehydration","BA",0.75550304
"1339",2.91e-06,"Indirect",0.8709,"tdn",8,0,"BAT8-5",0,"PLE","dag_dehydration","BA",0.264939632
"1340",2.91e-06,"Indirect",1.0839,"tdn",8,0,"BAT10-1",0,"PLE","dag_dehydration","BA",0.761585411
"1341",2.91e-06,"Indirect",1.007,"tdn",8,0,"BAT10-2",0,"PLE","dag_dehydration","BA",0.227798267
"1342",2.91e-06,"Indirect",1.2054,"tdn",8,0,"BAT10-3",0,"PLE","dag_dehydration","BA",0.722003836
"1343",2.91e-06,"Indirect",0.9862,"tdn",8,0,"BAT10-4",0,"PLE","dag_dehydration","BA",0.693917992
"1344",2.91e-06,"Indirect",0.9313,"tdn",8,0,"BAT10-5",0,"PLE","dag_dehydration","BA",0.514549742
